Metodo,sizes,nroTermIndpte,tiempo
G,1500,140,8.91054e+09
G,1500,140,8.95469e+09
C,1500,140,1.55253e+09
C,1500,140,2.58397e+07
C,1500,140,2.58196e+07
C,1500,140,2.59424e+07
C,1500,140,2.60038e+07
C,1500,140,2.59252e+07
C,1500,140,2.5601e+07
C,1500,140,2.57319e+07
C,1500,140,2.59597e+07
C,1500,140,2.56909e+07
G,1500,141,8.95715e+09
G,1500,141,8.88528e+09
G,1500,141,8.86363e+09
G,1500,141,9.04674e+09
G,1500,141,9.21266e+09
G,1500,141,9.33309e+09
G,1500,141,9.10285e+09
G,1500,141,9.15231e+09
G,1500,141,9.11148e+09
G,1500,141,9.02798e+09
C,1500,141,2.62207e+07
C,1500,141,2.58254e+07
C,1500,141,2.58265e+07
C,1500,141,2.58868e+07
C,1500,141,2.60428e+07
C,1500,141,2.72353e+07
C,1500,141,2.58566e+07
C,1500,141,2.57724e+07
C,1500,141,2.58735e+07
C,1500,141,2.58774e+07
G,1500,142,9.04032e+09
G,1500,142,9.3256e+09
G,1500,142,9.14247e+09
G,1500,142,9.05952e+09
G,1500,142,9.67241e+09
G,1500,142,9.0049e+09
G,1500,142,9.13884e+09
G,1500,142,9.15629e+09
G,1500,142,9.28552e+09
G,1500,142,9.51942e+09
C,1500,142,2.61608e+07
C,1500,142,2.64591e+07
C,1500,142,2.58659e+07
C,1500,142,2.61285e+07
C,1500,142,2.61627e+07
C,1500,142,2.634e+07
C,1500,142,2.7869e+07
C,1500,142,2.59809e+07
C,1500,142,2.60668e+07
C,1500,142,2.62228e+07
G,1500,143,9.08227e+09
G,1500,143,9.62356e+09
G,1500,143,9.11905e+09
G,1500,143,9.35423e+09
G,1500,143,9.43962e+09
G,1500,143,9.11655e+09
G,1500,143,9.09236e+09
G,1500,143,9.10626e+09
G,1500,143,9.05914e+09
G,1500,143,9.03707e+09
C,1500,143,2.61422e+07
C,1500,143,2.58723e+07
C,1500,143,2.6154e+07
C,1500,143,2.5911e+07
C,1500,143,2.62672e+07
C,1500,143,2.62765e+07
C,1500,143,2.60582e+07
C,1500,143,2.59138e+07
C,1500,143,2.65536e+07
C,1500,143,2.62983e+07
G,1500,144,9.09237e+09
G,1500,144,9.93662e+09
G,1500,144,9.15223e+09
G,1500,144,9.02638e+09
G,1500,144,9.1274e+09
G,1500,144,9.40254e+09
G,1500,144,9.06915e+09
G,1500,144,9.14843e+09
G,1500,144,9.21418e+09
G,1500,144,9.01885e+09
C,1500,144,2.59782e+07
C,1500,144,2.57549e+07
C,1500,144,2.59975e+07
C,1500,144,2.59176e+07
C,1500,144,2.59604e+07
C,1500,144,2.61849e+07
C,1500,144,2.60738e+07
C,1500,144,2.59522e+07
C,1500,144,2.56644e+07
C,1500,144,2.61053e+07
G,1500,145,9.08639e+09
G,1500,145,9.15122e+09
G,1500,145,9.09604e+09
G,1500,145,9.11808e+09
G,1500,145,9.1399e+09
G,1500,145,8.92457e+09
G,1500,145,8.93054e+09
G,1500,145,8.90005e+09
G,1500,145,8.94728e+09
G,1500,145,9.0811e+09
C,1500,145,2.6698e+07
C,1500,145,2.69956e+07
C,1500,145,2.70748e+07
C,1500,145,2.67101e+07
C,1500,145,2.69549e+07
C,1500,145,2.72666e+07
C,1500,145,2.68304e+07
C,1500,145,2.70394e+07
C,1500,145,2.65517e+07
C,1500,145,2.70626e+07
G,1500,146,1.00277e+10
G,1500,146,8.98376e+09
G,1500,146,8.8589e+09
G,1500,146,8.95377e+09
G,1500,146,8.8566e+09
G,1500,146,8.96063e+09
G,1500,146,9.42961e+09
G,1500,146,9.08704e+09
G,1500,146,9.1223e+09
G,1500,146,9.09216e+09
C,1500,146,2.95039e+07
C,1500,146,2.64303e+07
C,1500,146,2.58712e+07
C,1500,146,2.60788e+07
C,1500,146,2.75979e+07
C,1500,146,3.17564e+07
C,1500,146,2.78757e+07
C,1500,146,2.85536e+07
C,1500,146,2.60608e+07
C,1500,146,2.61683e+07
G,1500,147,8.8763e+09
G,1500,147,8.84641e+09
G,1500,147,9.79472e+09
G,1500,147,9.48841e+09
G,1500,147,9.0808e+09
G,1500,147,9.01347e+09
G,1500,147,9.09757e+09
G,1500,147,9.03748e+09
G,1500,147,9.04269e+09
G,1500,147,9.33224e+09
C,1500,147,2.60681e+07
C,1500,147,2.62329e+07
C,1500,147,2.62797e+07
C,1500,147,2.61317e+07
C,1500,147,2.62694e+07
C,1500,147,2.62258e+07
C,1500,147,2.61588e+07
C,1500,147,2.59891e+07
C,1500,147,2.62064e+07
C,1500,147,2.83435e+07
G,1500,148,9.29895e+09
G,1500,148,9.12098e+09
G,1500,148,8.90087e+09
G,1500,148,8.9617e+09
G,1500,148,8.88645e+09
G,1500,148,8.87358e+09
G,1500,148,9.66162e+09
G,1500,148,9.24705e+09
G,1500,148,9.03903e+09
G,1500,148,9.13564e+09
C,1500,148,2.63571e+07
C,1500,148,2.61508e+07
C,1500,148,2.7131e+07
C,1500,148,2.63694e+07
C,1500,148,2.62932e+07
C,1500,148,2.62448e+07
C,1500,148,2.63142e+07
C,1500,148,2.63849e+07
C,1500,148,2.66451e+07
C,1500,148,2.61429e+07
G,1500,149,9.06556e+09
G,1500,149,9.02278e+09
G,1500,149,9.28323e+09
G,1500,149,9.31791e+09
G,1500,149,9.08056e+09
G,1500,149,9.10459e+09
G,1500,149,9.10057e+09
G,1500,149,9.02137e+09
G,1500,149,9.01152e+09
G,1500,149,9.7062e+09
C,1500,149,2.66751e+07
C,1500,149,2.63554e+07
C,1500,149,2.64747e+07
C,1500,149,2.6488e+07
C,1500,149,2.66381e+07
C,1500,149,2.66434e+07
C,1500,149,2.81207e+07
C,1500,149,2.66886e+07
C,1500,149,2.699e+07
C,1500,149,2.66779e+07
G,1600,150,1.01796e+10
G,1600,150,1.01646e+10
G,1600,150,1.01477e+10
G,1600,150,1.01222e+10
G,1600,150,1.03541e+10
G,1600,150,1.01457e+10
G,1600,150,1.02564e+10
G,1600,150,1.0161e+10
G,1600,150,9.83624e+09
G,1600,150,9.99965e+09
C,1600,150,2.52619e+09
C,1600,150,3.23895e+07
C,1600,150,3.23187e+07
C,1600,150,3.21049e+07
C,1600,150,3.19923e+07
C,1600,150,3.18489e+07
C,1600,150,3.22772e+07
C,1600,150,3.23782e+07
C,1600,150,3.20335e+07
C,1600,150,3.22729e+07
G,1600,151,9.94696e+09
G,1600,151,9.83228e+09
G,1600,151,9.85221e+09
G,1600,151,1.05614e+10
G,1600,151,9.87802e+09
G,1600,151,9.84754e+09
G,1600,151,9.83141e+09
G,1600,151,9.83625e+09
G,1600,151,1.10585e+10
G,1600,151,9.90971e+09
C,1600,151,3.08435e+07
C,1600,151,3.11853e+07
C,1600,151,3.13152e+07
C,1600,151,3.09965e+07
C,1600,151,3.10091e+07
C,1600,151,3.1257e+07
C,1600,151,3.10665e+07
C,1600,151,3.09794e+07
C,1600,151,3.08908e+07
C,1600,151,3.1145e+07
G,1600,152,9.86097e+09
G,1600,152,9.84971e+09
G,1600,152,9.82332e+09
G,1600,152,9.85531e+09
G,1600,152,9.89165e+09
G,1600,152,1.02791e+10
G,1600,152,9.84495e+09
G,1600,152,9.8362e+09
G,1600,152,9.81387e+09
G,1600,152,9.79479e+09
C,1600,152,3.06397e+07
C,1600,152,3.03752e+07
C,1600,152,3.08047e+07
C,1600,152,3.10426e+07
C,1600,152,3.0633e+07
C,1600,152,3.11047e+07
C,1600,152,3.08752e+07
C,1600,152,3.18875e+07
C,1600,152,3.28305e+07
C,1600,152,3.12082e+07
G,1600,153,1.17962e+10
G,1600,153,1.09074e+10
G,1600,153,9.82559e+09
G,1600,153,9.82291e+09
G,1600,153,9.84586e+09
G,1600,153,9.8222e+09
G,1600,153,9.82802e+09
G,1600,153,9.85733e+09
G,1600,153,9.83068e+09
G,1600,153,9.8577e+09
C,1600,153,3.1468e+07
C,1600,153,3.08362e+07
C,1600,153,3.05429e+07
C,1600,153,3.12633e+07
C,1600,153,3.09918e+07
C,1600,153,3.17875e+07
C,1600,153,3.1742e+07
C,1600,153,3.12504e+07
C,1600,153,3.18061e+07
C,1600,153,3.41094e+07
G,1600,154,9.7843e+09
G,1600,154,1.028e+10
G,1600,154,1.16045e+10
G,1600,154,1.01007e+10
G,1600,154,1.0165e+10
G,1600,154,1.01806e+10
G,1600,154,1.01372e+10
G,1600,154,1.00614e+10
G,1600,154,1.0118e+10
G,1600,154,1.01106e+10
C,1600,154,3.15811e+07
C,1600,154,3.16451e+07
C,1600,154,3.15439e+07
C,1600,154,3.15248e+07
C,1600,154,3.1249e+07
C,1600,154,3.15546e+07
C,1600,154,3.14555e+07
C,1600,154,3.14446e+07
C,1600,154,3.16093e+07
C,1600,154,3.17919e+07
G,1600,155,1.00884e+10
G,1600,155,1.01287e+10
G,1600,155,1.0094e+10
G,1600,155,1.01378e+10
G,1600,155,1.02318e+10
G,1600,155,1.07546e+10
G,1600,155,1.10346e+10
G,1600,155,9.84463e+09
G,1600,155,9.87049e+09
G,1600,155,9.86109e+09
C,1600,155,3.1777e+07
C,1600,155,3.09839e+07
C,1600,155,3.09374e+07
C,1600,155,3.14231e+07
C,1600,155,3.1007e+07
C,1600,155,3.12578e+07
C,1600,155,3.129e+07
C,1600,155,3.11134e+07
C,1600,155,3.10628e+07
C,1600,155,3.09778e+07
G,1600,156,9.82516e+09
G,1600,156,9.81773e+09
G,1600,156,9.8104e+09
G,1600,156,1.11271e+10
G,1600,156,9.99057e+09
G,1600,156,1.06719e+10
G,1600,156,9.86091e+09
G,1600,156,9.92958e+09
G,1600,156,9.84076e+09
G,1600,156,9.87914e+09
C,1600,156,3.13899e+07
C,1600,156,3.0983e+07
C,1600,156,3.09072e+07
C,1600,156,3.10493e+07
C,1600,156,3.12659e+07
C,1600,156,3.13395e+07
C,1600,156,3.09852e+07
C,1600,156,3.10754e+07
C,1600,156,3.09843e+07
C,1600,156,3.11692e+07
G,1600,157,1.0292e+10
G,1600,157,9.91448e+09
G,1600,157,9.85703e+09
G,1600,157,9.82934e+09
G,1600,157,9.83859e+09
G,1600,157,9.90124e+09
G,1600,157,9.94094e+09
G,1600,157,9.8708e+09
G,1600,157,9.84113e+09
G,1600,157,9.83885e+09
C,1600,157,3.13492e+07
C,1600,157,3.09644e+07
C,1600,157,3.18003e+07
C,1600,157,3.1209e+07
C,1600,157,3.12546e+07
C,1600,157,3.13101e+07
C,1600,157,3.27614e+07
C,1600,157,3.26425e+07
C,1600,157,3.36462e+07
C,1600,157,3.3037e+07
G,1600,158,9.84334e+09
G,1600,158,1.05611e+10
G,1600,158,9.84378e+09
G,1600,158,9.88328e+09
G,1600,158,9.89185e+09
G,1600,158,1.02427e+10
G,1600,158,9.90987e+09
G,1600,158,9.91157e+09
G,1600,158,9.851e+09
G,1600,158,9.97315e+09
C,1600,158,3.13548e+07
C,1600,158,3.32816e+07
C,1600,158,3.26129e+07
C,1600,158,3.30094e+07
C,1600,158,3.14124e+07
C,1600,158,3.34034e+07
C,1600,158,3.19846e+07
C,1600,158,3.12698e+07
C,1600,158,3.16164e+07
C,1600,158,3.16137e+07
G,1600,159,9.90254e+09
G,1600,159,9.84582e+09
G,1600,159,9.87252e+09
G,1600,159,9.84281e+09
G,1600,159,9.85969e+09
G,1600,159,9.84156e+09
G,1600,159,9.84655e+09
G,1600,159,9.95184e+09
G,1600,159,9.88821e+09
G,1600,159,9.86195e+09
C,1600,159,3.32336e+07
C,1600,159,3.0845e+07
C,1600,159,3.1173e+07
C,1600,159,3.13392e+07
C,1600,159,3.11549e+07
C,1600,159,3.08588e+07
C,1600,159,3.13183e+07
C,1600,159,3.16927e+07
C,1600,159,3.13616e+07
C,1600,159,3.13239e+07
G,1700,160,9.4751e+09
G,1700,160,1.02303e+10
G,1700,160,9.58405e+09
G,1700,160,1.01352e+10
G,1700,160,9.40852e+09
G,1700,160,9.38642e+09
G,1700,160,9.38663e+09
G,1700,160,9.48942e+09
G,1700,160,9.40828e+09
G,1700,160,9.81145e+09
C,1700,160,2.49194e+09
C,1700,160,3.47581e+07
C,1700,160,3.48839e+07
C,1700,160,3.69169e+07
C,1700,160,3.80023e+07
C,1700,160,3.64954e+07
C,1700,160,3.29636e+07
C,1700,160,3.36133e+07
C,1700,160,3.37162e+07
C,1700,160,3.66912e+07
G,1700,161,9.4276e+09
G,1700,161,9.38124e+09
G,1700,161,9.40988e+09
G,1700,161,1.05083e+10
G,1700,161,1.013e+10
G,1700,161,9.74877e+09
G,1700,161,9.52158e+09
G,1700,161,9.40435e+09
G,1700,161,9.4143e+09
G,1700,161,9.41086e+09
C,1700,161,3.31013e+07
C,1700,161,3.33742e+07
C,1700,161,3.27934e+07
C,1700,161,3.28752e+07
C,1700,161,3.34641e+07
C,1700,161,3.33673e+07
C,1700,161,3.36716e+07
C,1700,161,3.34808e+07
C,1700,161,3.30621e+07
C,1700,161,3.26678e+07
G,1700,162,9.41059e+09
G,1700,162,9.39093e+09
G,1700,162,1.02001e+10
G,1700,162,1.02774e+10
G,1700,162,9.76268e+09
G,1700,162,9.70582e+09
G,1700,162,9.60622e+09
G,1700,162,9.52912e+09
G,1700,162,9.63289e+09
G,1700,162,9.5485e+09
C,1700,162,3.35424e+07
C,1700,162,3.34447e+07
C,1700,162,3.36561e+07
C,1700,162,3.34244e+07
C,1700,162,3.36998e+07
C,1700,162,3.44231e+07
C,1700,162,3.33538e+07
C,1700,162,3.38488e+07
C,1700,162,3.35622e+07
C,1700,162,3.36962e+07
G,1700,163,9.59355e+09
G,1700,163,9.61428e+09
G,1700,163,9.56355e+09
G,1700,163,9.5896e+09
G,1700,163,9.76745e+09
G,1700,163,9.38469e+09
G,1700,163,9.41059e+09
G,1700,163,9.53351e+09
G,1700,163,1.05924e+10
G,1700,163,9.44902e+09
C,1700,163,3.31292e+07
C,1700,163,3.29678e+07
C,1700,163,3.32594e+07
C,1700,163,3.32262e+07
C,1700,163,3.33279e+07
C,1700,163,3.29731e+07
C,1700,163,3.31311e+07
C,1700,163,3.29146e+07
C,1700,163,3.34914e+07
C,1700,163,3.32946e+07
G,1700,164,9.4489e+09
G,1700,164,9.39299e+09
G,1700,164,9.47097e+09
G,1700,164,9.50447e+09
G,1700,164,9.4103e+09
G,1700,164,9.41926e+09
G,1700,164,9.56318e+09
G,1700,164,1.10463e+10
G,1700,164,1.03009e+10
G,1700,164,9.61662e+09
C,1700,164,3.5668e+07
C,1700,164,3.47115e+07
C,1700,164,3.38076e+07
C,1700,164,3.3616e+07
C,1700,164,3.35083e+07
C,1700,164,3.38607e+07
C,1700,164,3.36643e+07
C,1700,164,3.36296e+07
C,1700,164,3.35517e+07
C,1700,164,3.35159e+07
G,1700,165,1.07221e+10
G,1700,165,1.02062e+10
G,1700,165,1.0215e+10
G,1700,165,9.91817e+09
G,1700,165,9.37598e+09
G,1700,165,9.40694e+09
G,1700,165,9.39746e+09
G,1700,165,9.42992e+09
G,1700,165,9.44318e+09
G,1700,165,9.6862e+09
C,1700,165,3.35372e+07
C,1700,165,3.37948e+07
C,1700,165,3.35581e+07
C,1700,165,3.38625e+07
C,1700,165,3.3403e+07
C,1700,165,3.36014e+07
C,1700,165,3.33306e+07
C,1700,165,3.37372e+07
C,1700,165,3.39159e+07
C,1700,165,3.3905e+07
G,1700,166,9.54486e+09
G,1700,166,9.57793e+09
G,1700,166,1.01274e+10
G,1700,166,9.65454e+09
G,1700,166,9.61543e+09
G,1700,166,1.12385e+10
G,1700,166,1.21835e+10
G,1700,166,9.88994e+09
G,1700,166,9.66229e+09
G,1700,166,9.60507e+09
C,1700,166,3.33361e+07
C,1700,166,3.34962e+07
C,1700,166,3.35394e+07
C,1700,166,3.33388e+07
C,1700,166,3.33961e+07
C,1700,166,3.35805e+07
C,1700,166,3.35066e+07
C,1700,166,3.41777e+07
C,1700,166,3.34979e+07
C,1700,166,3.38262e+07
G,1700,167,1.03667e+10
G,1700,167,9.91386e+09
G,1700,167,9.67428e+09
G,1700,167,1.12894e+10
G,1700,167,1.16753e+10
G,1700,167,1.20738e+10
G,1700,167,9.38521e+09
G,1700,167,9.37709e+09
G,1700,167,9.43998e+09
G,1700,167,9.4206e+09
C,1700,167,3.30584e+07
C,1700,167,3.29848e+07
C,1700,167,3.31739e+07
C,1700,167,3.29298e+07
C,1700,167,3.33918e+07
C,1700,167,3.31213e+07
C,1700,167,3.29537e+07
C,1700,167,3.29402e+07
C,1700,167,3.29889e+07
C,1700,167,3.43246e+07
G,1700,168,9.45246e+09
G,1700,168,9.39326e+09
G,1700,168,1.10429e+10
G,1700,168,9.87544e+09
G,1700,168,1.00414e+10
G,1700,168,9.46713e+09
G,1700,168,1.12103e+10
G,1700,168,1.08787e+10
G,1700,168,1.18853e+10
G,1700,168,1.18911e+10
C,1700,168,3.6224e+07
C,1700,168,3.52809e+07
C,1700,168,3.4704e+07
C,1700,168,3.49294e+07
C,1700,168,3.47225e+07
C,1700,168,3.46076e+07
C,1700,168,3.45446e+07
C,1700,168,3.58231e+07
C,1700,168,3.53206e+07
C,1700,168,3.44877e+07
G,1700,169,9.63269e+09
G,1700,169,9.41559e+09
G,1700,169,9.42977e+09
G,1700,169,1.0066e+10
G,1700,169,9.57921e+09
G,1700,169,9.4075e+09
G,1700,169,9.42604e+09
G,1700,169,9.79698e+09
G,1700,169,9.87236e+09
G,1700,169,9.95608e+09
C,1700,169,4.08756e+07
C,1700,169,4.05159e+07
C,1700,169,4.22896e+07
C,1700,169,4.10643e+07
C,1700,169,4.10161e+07
C,1700,169,4.12671e+07
C,1700,169,4.15872e+07
C,1700,169,4.13098e+07
C,1700,169,4.08945e+07
C,1700,169,4.0401e+07
G,1800,170,8.58789e+09
G,1800,170,8.61907e+09
G,1800,170,8.59281e+09
G,1800,170,8.59602e+09
G,1800,170,8.59685e+09
G,1800,170,8.62011e+09
G,1800,170,8.97462e+09
G,1800,170,8.82859e+09
G,1800,170,8.82746e+09
G,1800,170,8.60668e+09
C,1800,170,2.38365e+09
C,1800,170,3.51129e+07
C,1800,170,3.53483e+07
C,1800,170,3.555e+07
C,1800,170,3.58954e+07
C,1800,170,3.55853e+07
C,1800,170,3.58264e+07
C,1800,170,3.52052e+07
C,1800,170,3.5554e+07
C,1800,170,3.54534e+07
G,1800,171,8.73756e+09
G,1800,171,8.64482e+09
G,1800,171,8.78951e+09
G,1800,171,9.24361e+09
G,1800,171,8.67216e+09
G,1800,171,8.64766e+09
G,1800,171,8.67184e+09
G,1800,171,8.63253e+09
G,1800,171,8.67784e+09
G,1800,171,9.00048e+09
C,1800,171,3.56142e+07
C,1800,171,3.54768e+07
C,1800,171,3.56108e+07
C,1800,171,3.54175e+07
C,1800,171,3.5571e+07
C,1800,171,3.52186e+07
C,1800,171,3.5514e+07
C,1800,171,3.55286e+07
C,1800,171,3.53397e+07
C,1800,171,3.61509e+07
G,1800,172,8.64318e+09
G,1800,172,8.66093e+09
G,1800,172,8.667e+09
G,1800,172,8.67134e+09
G,1800,172,1.04366e+10
G,1800,172,8.83089e+09
G,1800,172,8.8654e+09
G,1800,172,9.39884e+09
G,1800,172,8.58085e+09
G,1800,172,8.62051e+09
C,1800,172,3.54501e+07
C,1800,172,3.54648e+07
C,1800,172,3.51365e+07
C,1800,172,3.50863e+07
C,1800,172,3.52774e+07
C,1800,172,3.52028e+07
C,1800,172,3.53605e+07
C,1800,172,3.48305e+07
C,1800,172,3.49451e+07
C,1800,172,3.50827e+07
G,1800,173,8.63821e+09
G,1800,173,8.59349e+09
G,1800,173,8.60186e+09
G,1800,173,8.62767e+09
G,1800,173,8.61799e+09
G,1800,173,8.64644e+09
G,1800,173,8.6915e+09
G,1800,173,8.92117e+09
G,1800,173,8.68658e+09
G,1800,173,8.65229e+09
C,1800,173,3.62324e+07
C,1800,173,4.07543e+07
C,1800,173,3.74726e+07
C,1800,173,3.70124e+07
C,1800,173,3.72821e+07
C,1800,173,3.69334e+07
C,1800,173,3.70663e+07
C,1800,173,3.67093e+07
C,1800,173,4.24699e+07
C,1800,173,4.28848e+07
G,1800,174,9.88957e+09
G,1800,174,8.68313e+09
G,1800,174,8.65858e+09
G,1800,174,8.70575e+09
G,1800,174,9.14611e+09
G,1800,174,9.45456e+09
G,1800,174,8.73745e+09
G,1800,174,8.64757e+09
G,1800,174,8.63052e+09
G,1800,174,8.6623e+09
C,1800,174,3.59036e+07
C,1800,174,3.5653e+07
C,1800,174,3.5841e+07
C,1800,174,3.59921e+07
C,1800,174,3.56613e+07
C,1800,174,3.72345e+07
C,1800,174,3.53558e+07
C,1800,174,3.54149e+07
C,1800,174,3.58523e+07
C,1800,174,3.57638e+07
G,1800,175,8.65083e+09
G,1800,175,1.01941e+10
G,1800,175,8.66519e+09
G,1800,175,8.91476e+09
G,1800,175,8.66433e+09
G,1800,175,8.68265e+09
G,1800,175,8.68109e+09
G,1800,175,8.61366e+09
G,1800,175,8.70325e+09
G,1800,175,8.64948e+09
C,1800,175,3.56764e+07
C,1800,175,3.54528e+07
C,1800,175,3.52901e+07
C,1800,175,3.54436e+07
C,1800,175,3.54877e+07
C,1800,175,3.62611e+07
C,1800,175,3.5553e+07
C,1800,175,3.5812e+07
C,1800,175,3.55743e+07
C,1800,175,3.56465e+07
G,1800,176,9.4827e+09
G,1800,176,8.71766e+09
G,1800,176,8.64544e+09
G,1800,176,8.65146e+09
G,1800,176,8.83027e+09
G,1800,176,8.693e+09
G,1800,176,8.65295e+09
G,1800,176,9.65591e+09
G,1800,176,8.60419e+09
G,1800,176,8.60876e+09
C,1800,176,3.50353e+07
C,1800,176,3.51809e+07
C,1800,176,3.54871e+07
C,1800,176,3.57518e+07
C,1800,176,3.51757e+07
C,1800,176,3.4828e+07
C,1800,176,3.53401e+07
C,1800,176,3.54738e+07
C,1800,176,4.44632e+07
C,1800,176,3.54334e+07
G,1800,177,8.61314e+09
G,1800,177,8.60611e+09
G,1800,177,8.59226e+09
G,1800,177,8.61324e+09
G,1800,177,8.58685e+09
G,1800,177,8.60554e+09
G,1800,177,8.593e+09
G,1800,177,8.61075e+09
G,1800,177,9.53221e+09
G,1800,177,1.12849e+10
C,1800,177,3.67741e+07
C,1800,177,3.69302e+07
C,1800,177,3.69176e+07
C,1800,177,3.66782e+07
C,1800,177,3.68936e+07
C,1800,177,3.66977e+07
C,1800,177,3.69151e+07
C,1800,177,3.68475e+07
C,1800,177,3.74672e+07
C,1800,177,3.66044e+07
G,1800,178,8.73104e+09
G,1800,178,8.61093e+09
G,1800,178,8.63052e+09
G,1800,178,8.5766e+09
G,1800,178,8.62529e+09
G,1800,178,8.6816e+09
G,1800,178,8.63282e+09
G,1800,178,8.58965e+09
G,1800,178,8.60299e+09
G,1800,178,8.61967e+09
C,1800,178,3.50106e+07
C,1800,178,3.51231e+07
C,1800,178,3.50277e+07
C,1800,178,3.51497e+07
C,1800,178,3.50027e+07
C,1800,178,3.49347e+07
C,1800,178,3.49819e+07
C,1800,178,3.52951e+07
C,1800,178,3.52342e+07
C,1800,178,3.49532e+07
G,1800,179,8.58345e+09
G,1800,179,8.58488e+09
G,1800,179,1.00119e+10
G,1800,179,8.59759e+09
G,1800,179,9.92069e+09
G,1800,179,8.73122e+09
G,1800,179,8.63414e+09
G,1800,179,8.72602e+09
G,1800,179,8.81173e+09
G,1800,179,8.64816e+09
C,1800,179,3.57366e+07
C,1800,179,3.55203e+07
C,1800,179,3.5355e+07
C,1800,179,3.5388e+07
C,1800,179,3.58554e+07
C,1800,179,3.55464e+07
C,1800,179,3.71173e+07
C,1800,179,3.53273e+07
C,1800,179,3.56739e+07
C,1800,179,3.55537e+07
G,1900,180,1.12455e+10
G,1900,180,1.15349e+10
G,1900,180,1.15812e+10
G,1900,180,1.33072e+10
G,1900,180,1.25715e+10
G,1900,180,1.18743e+10
G,1900,180,1.20978e+10
G,1900,180,1.15601e+10
G,1900,180,1.1576e+10
G,1900,180,1.15254e+10
C,1900,180,3.13735e+09
C,1900,180,4.15709e+07
C,1900,180,4.16748e+07
C,1900,180,4.20326e+07
C,1900,180,4.4614e+07
C,1900,180,4.15461e+07
C,1900,180,4.17274e+07
C,1900,180,4.19459e+07
C,1900,180,4.26269e+07
C,1900,180,4.18274e+07
G,1900,181,1.17874e+10
G,1900,181,1.14836e+10
G,1900,181,1.15819e+10
G,1900,181,1.20594e+10
G,1900,181,1.17497e+10
G,1900,181,1.30744e+10
G,1900,181,1.15435e+10
G,1900,181,1.17537e+10
G,1900,181,1.17133e+10
G,1900,181,1.1567e+10
C,1900,181,4.13923e+07
C,1900,181,4.17756e+07
C,1900,181,4.15874e+07
C,1900,181,4.11075e+07
C,1900,181,4.129e+07
C,1900,181,4.11453e+07
C,1900,181,4.1441e+07
C,1900,181,4.13053e+07
C,1900,181,4.11136e+07
C,1900,181,4.14698e+07
G,1900,182,1.2819e+10
G,1900,182,1.21368e+10
G,1900,182,1.15963e+10
G,1900,182,1.24051e+10
G,1900,182,1.23751e+10
G,1900,182,1.17749e+10
G,1900,182,1.15289e+10
G,1900,182,1.16676e+10
G,1900,182,1.17429e+10
G,1900,182,1.19173e+10
C,1900,182,4.55493e+07
C,1900,182,4.48909e+07
C,1900,182,4.22336e+07
C,1900,182,4.21972e+07
C,1900,182,4.22095e+07
C,1900,182,4.35211e+07
C,1900,182,4.26753e+07
C,1900,182,4.30338e+07
C,1900,182,4.27397e+07
C,1900,182,4.20288e+07
G,1900,183,1.27022e+10
G,1900,183,1.41054e+10
G,1900,183,1.4364e+10
G,1900,183,1.2845e+10
G,1900,183,1.24677e+10
G,1900,183,1.24644e+10
G,1900,183,1.23265e+10
G,1900,183,1.17054e+10
G,1900,183,1.02831e+10
G,1900,183,9.59187e+09
C,1900,183,4.26373e+07
C,1900,183,4.24702e+07
C,1900,183,4.29945e+07
C,1900,183,4.18623e+07
C,1900,183,4.2043e+07
C,1900,183,4.17744e+07
C,1900,183,4.16651e+07
C,1900,183,4.16524e+07
C,1900,183,4.16057e+07
C,1900,183,4.28577e+07
G,1900,184,9.39656e+09
G,1900,184,9.51438e+09
G,1900,184,9.42959e+09
G,1900,184,9.52847e+09
G,1900,184,9.48684e+09
G,1900,184,1.01402e+10
G,1900,184,9.78643e+09
G,1900,184,9.43894e+09
G,1900,184,9.39481e+09
G,1900,184,1.13593e+10
C,1900,184,5.6397e+07
C,1900,184,5.83804e+07
C,1900,184,5.28239e+07
C,1900,184,4.70108e+07
C,1900,184,4.7279e+07
C,1900,184,4.59177e+07
C,1900,184,5.20699e+07
C,1900,184,4.97668e+07
C,1900,184,4.96497e+07
C,1900,184,5.04347e+07
G,1900,185,1.0997e+10
G,1900,185,1.09932e+10
G,1900,185,1.04418e+10
G,1900,185,1.06779e+10
G,1900,185,9.36681e+09
G,1900,185,9.4845e+09
G,1900,185,9.54809e+09
G,1900,185,9.53165e+09
G,1900,185,1.06446e+10
G,1900,185,1.15377e+10
C,1900,185,4.80005e+07
C,1900,185,4.8943e+07
C,1900,185,5.33904e+07
C,1900,185,4.84337e+07
C,1900,185,4.74173e+07
C,1900,185,4.85556e+07
C,1900,185,5.07111e+07
C,1900,185,4.39864e+07
C,1900,185,4.304e+07
C,1900,185,4.27663e+07
G,1900,186,1.10221e+10
G,1900,186,1.27337e+10
G,1900,186,9.83262e+09
G,1900,186,1.07264e+10
G,1900,186,9.42623e+09
G,1900,186,9.58244e+09
G,1900,186,9.49318e+09
G,1900,186,1.03012e+10
G,1900,186,1.05747e+10
G,1900,186,1.00835e+10
C,1900,186,4.16279e+07
C,1900,186,4.40466e+07
C,1900,186,4.19155e+07
C,1900,186,4.11949e+07
C,1900,186,4.26815e+07
C,1900,186,4.22181e+07
C,1900,186,4.2514e+07
C,1900,186,4.20865e+07
C,1900,186,4.20924e+07
C,1900,186,4.24203e+07
