Metodo,sizes,nroTermIndpte,tiempo
C,1000,93,1.59119e+07
C,1000,93,1.33968e+07
C,1000,93,1.60779e+07
C,1000,93,1.56957e+07
G,1000,94,3.8536e+09
G,1000,94,3.93812e+09
G,1000,94,3.74166e+09
G,1000,94,3.66156e+09
G,1000,94,3.66759e+09
G,1000,94,3.81163e+09
G,1000,94,3.65477e+09
G,1000,94,3.63485e+09
G,1000,94,3.83826e+09
G,1000,94,3.73909e+09
C,1000,94,1.15325e+07
C,1000,94,1.24628e+07
C,1000,94,1.45008e+07
C,1000,94,1.15061e+07
C,1000,94,1.14982e+07
C,1000,94,1.24432e+07
C,1000,94,1.4732e+07
C,1000,94,1.13771e+07
C,1000,94,1.13655e+07
C,1000,94,1.21238e+07
G,1000,95,3.78637e+09
G,1000,95,3.9186e+09
G,1000,95,3.66641e+09
G,1000,95,3.72168e+09
G,1000,95,3.91285e+09
G,1000,95,3.56985e+09
G,1000,95,3.86705e+09
G,1000,95,3.75244e+09
G,1000,95,3.76493e+09
G,1000,95,4.05821e+09
C,1000,95,1.72124e+07
C,1000,95,1.22072e+07
C,1000,95,1.51827e+07
C,1000,95,1.16185e+07
C,1000,95,1.15079e+07
C,1000,95,1.22156e+07
C,1000,95,1.54818e+07
C,1000,95,1.14929e+07
C,1000,95,1.1581e+07
C,1000,95,1.22236e+07
G,1000,96,3.8827e+09
G,1000,96,4.04716e+09
G,1000,96,4.07862e+09
G,1000,96,4.21923e+09
G,1000,96,3.57199e+09
G,1000,96,3.78775e+09
G,1000,96,4.15658e+09
G,1000,96,3.80827e+09
G,1000,96,3.62575e+09
G,1000,96,3.63394e+09
C,1000,96,1.13839e+07
C,1000,96,1.10716e+07
C,1000,96,1.14986e+07
C,1000,96,1.49094e+07
C,1000,96,1.16742e+07
C,1000,96,1.12162e+07
C,1000,96,1.15369e+07
C,1000,96,1.43479e+07
C,1000,96,1.22208e+07
C,1000,96,1.15676e+07
G,1000,97,3.65323e+09
G,1000,97,3.67204e+09
G,1000,97,3.69539e+09
G,1000,97,4.00193e+09
G,1000,97,3.83325e+09
G,1000,97,3.87186e+09
G,1000,97,3.75404e+09
G,1000,97,3.64366e+09
G,1000,97,3.66463e+09
G,1000,97,3.59143e+09
C,1000,97,1.22625e+07
C,1000,97,1.14315e+07
C,1000,97,1.31583e+07
C,1000,97,1.33445e+07
C,1000,97,1.39024e+07
C,1000,97,1.12608e+07
C,1000,97,1.40337e+07
C,1000,97,1.30978e+07
C,1000,97,1.2785e+07
C,1000,97,1.14488e+07
G,1000,98,3.60655e+09
G,1000,98,3.90943e+09
G,1000,98,4.08623e+09
G,1000,98,3.9644e+09
G,1000,98,4.27051e+09
G,1000,98,4.45764e+09
G,1000,98,3.89775e+09
G,1000,98,4.13661e+09
G,1000,98,3.76714e+09
G,1000,98,3.86771e+09
C,1000,98,1.43172e+07
C,1000,98,1.44217e+07
C,1000,98,1.44609e+07
C,1000,98,1.58172e+07
C,1000,98,1.66575e+07
C,1000,98,1.31909e+07
C,1000,98,1.47426e+07
C,1000,98,1.31184e+07
C,1000,98,1.19358e+07
C,1000,98,1.27326e+07
G,1000,99,3.87758e+09
G,1000,99,3.73361e+09
G,1000,99,3.67828e+09
G,1000,99,3.6984e+09
G,1000,99,3.79121e+09
G,1000,99,3.68032e+09
G,1000,99,3.68388e+09
G,1000,99,3.63405e+09
G,1000,99,3.65633e+09
G,1000,99,3.74725e+09
C,1000,99,1.13835e+07
C,1000,99,1.41534e+07
C,1000,99,1.31627e+07
C,1000,99,1.14388e+07
C,1000,99,1.13321e+07
C,1000,99,1.39032e+07
C,1000,99,1.32914e+07
C,1000,99,1.20071e+07
C,1000,99,1.22147e+07
C,1000,99,1.4162e+07
G,1100,100,3.3719e+09
G,1100,100,3.36401e+09
G,1100,100,3.30838e+09
G,1100,100,3.31433e+09
G,1100,100,3.38826e+09
G,1100,100,3.27966e+09
G,1100,100,3.35971e+09
G,1100,100,3.33901e+09
G,1100,100,3.3598e+09
G,1100,100,3.3256e+09
C,1100,100,4.59645e+08
C,1100,100,1.56909e+07
C,1100,100,1.85829e+07
C,1100,100,1.48924e+07
C,1100,100,1.51843e+07
C,1100,100,1.84413e+07
C,1100,100,1.46377e+07
C,1100,100,1.46831e+07
C,1100,100,1.83192e+07
C,1100,100,1.44953e+07
G,1100,101,3.37133e+09
G,1100,101,3.36256e+09
G,1100,101,3.3169e+09
G,1100,101,3.55612e+09
G,1100,101,3.31061e+09
G,1100,101,3.24551e+09
G,1100,101,3.24876e+09
G,1100,101,3.25584e+09
G,1100,101,3.32556e+09
G,1100,101,3.49603e+09
C,1100,101,1.43891e+07
C,1100,101,1.46328e+07
C,1100,101,1.86331e+07
C,1100,101,1.46277e+07
C,1100,101,1.49615e+07
C,1100,101,1.83966e+07
C,1100,101,1.48621e+07
C,1100,101,1.5045e+07
C,1100,101,1.78946e+07
C,1100,101,1.44602e+07
G,1100,102,3.30206e+09
G,1100,102,3.42579e+09
G,1100,102,3.34498e+09
G,1100,102,3.53903e+09
G,1100,102,3.60452e+09
G,1100,102,3.45985e+09
G,1100,102,3.46823e+09
G,1100,102,3.35007e+09
G,1100,102,3.59879e+09
G,1100,102,3.48482e+09
C,1100,102,1.66883e+07
C,1100,102,1.89775e+07
C,1100,102,1.93858e+07
C,1100,102,1.6836e+07
C,1100,102,1.44423e+07
C,1100,102,1.68307e+07
C,1100,102,1.61186e+07
C,1100,102,1.45071e+07
C,1100,102,1.70103e+07
C,1100,102,1.61919e+07
G,1100,103,3.34455e+09
G,1100,103,3.38547e+09
G,1100,103,3.51808e+09
G,1100,103,3.33412e+09
G,1100,103,3.42784e+09
G,1100,103,3.24019e+09
G,1100,103,3.23772e+09
G,1100,103,3.28531e+09
G,1100,103,3.45658e+09
G,1100,103,3.35052e+09
C,1100,103,1.57288e+07
C,1100,103,1.41097e+07
C,1100,103,1.44756e+07
C,1100,103,1.79982e+07
C,1100,103,1.42503e+07
C,1100,103,1.4247e+07
C,1100,103,1.79955e+07
C,1100,103,1.41664e+07
C,1100,103,1.42239e+07
C,1100,103,1.71607e+07
G,1100,104,3.1959e+09
G,1100,104,3.35339e+09
G,1100,104,3.29897e+09
G,1100,104,3.33713e+09
G,1100,104,3.31168e+09
G,1100,104,3.47115e+09
G,1100,104,3.58126e+09
G,1100,104,3.33303e+09
G,1100,104,3.33695e+09
G,1100,104,3.37997e+09
C,1100,104,1.89628e+07
C,1100,104,1.59407e+07
C,1100,104,1.9137e+07
C,1100,104,1.87442e+07
C,1100,104,1.81207e+07
C,1100,104,1.97278e+07
C,1100,104,1.58571e+07
C,1100,104,1.70434e+07
C,1100,104,1.91934e+07
C,1100,104,1.63956e+07
G,1100,105,3.42387e+09
G,1100,105,3.53034e+09
G,1100,105,3.47162e+09
G,1100,105,3.36802e+09
G,1100,105,3.40962e+09
G,1100,105,3.36353e+09
G,1100,105,3.35103e+09
G,1100,105,3.33595e+09
G,1100,105,3.32062e+09
G,1100,105,3.35961e+09
C,1100,105,1.48605e+07
C,1100,105,1.58621e+07
C,1100,105,1.678e+07
C,1100,105,1.44568e+07
C,1100,105,1.55677e+07
C,1100,105,1.77576e+07
C,1100,105,1.44934e+07
C,1100,105,1.47452e+07
C,1100,105,1.81533e+07
C,1100,105,1.41968e+07
G,1100,106,3.36094e+09
G,1100,106,3.4607e+09
G,1100,106,3.39241e+09
G,1100,106,3.37048e+09
G,1100,106,3.44635e+09
G,1100,106,3.49355e+09
G,1100,106,3.41014e+09
G,1100,106,3.31157e+09
G,1100,106,3.3877e+09
G,1100,106,3.58106e+09
C,1100,106,1.85443e+07
C,1100,106,1.96257e+07
C,1100,106,2.04942e+07
C,1100,106,2.23668e+07
C,1100,106,1.88052e+07
C,1100,106,2.20241e+07
C,1100,106,1.9123e+07
C,1100,106,1.97766e+07
C,1100,106,2.11737e+07
C,1100,106,1.51212e+07
G,1100,107,3.56488e+09
G,1100,107,3.34344e+09
G,1100,107,3.48652e+09
G,1100,107,3.43135e+09
G,1100,107,3.45984e+09
G,1100,107,3.54725e+09
G,1100,107,3.64399e+09
G,1100,107,3.44561e+09
G,1100,107,3.46869e+09
G,1100,107,3.33058e+09
C,1100,107,1.40356e+07
C,1100,107,1.41531e+07
C,1100,107,1.70449e+07
C,1100,107,1.46578e+07
C,1100,107,1.41487e+07
C,1100,107,1.66424e+07
C,1100,107,1.55555e+07
C,1100,107,1.39904e+07
C,1100,107,1.56987e+07
C,1100,107,1.66509e+07
G,1100,108,3.3076e+09
G,1100,108,3.18919e+09
G,1100,108,3.20402e+09
G,1100,108,3.19827e+09
G,1100,108,3.29218e+09
G,1100,108,3.15185e+09
G,1100,108,3.15257e+09
G,1100,108,3.20526e+09
G,1100,108,3.24407e+09
G,1100,108,3.16508e+09
C,1100,108,1.39373e+07
C,1100,108,1.6982e+07
C,1100,108,1.50851e+07
C,1100,108,1.39759e+07
C,1100,108,1.62497e+07
C,1100,108,1.56094e+07
C,1100,108,1.3798e+07
C,1100,108,1.43972e+07
C,1100,108,1.77168e+07
C,1100,108,1.42893e+07
G,1100,109,3.14313e+09
G,1100,109,3.17189e+09
G,1100,109,3.15555e+09
G,1100,109,3.1744e+09
G,1100,109,3.14958e+09
G,1100,109,3.18211e+09
G,1100,109,3.17242e+09
G,1100,109,3.21141e+09
G,1100,109,3.17181e+09
G,1100,109,3.16484e+09
C,1100,109,1.41599e+07
C,1100,109,1.73121e+07
C,1100,109,1.48664e+07
C,1100,109,1.40988e+07
C,1100,109,1.67052e+07
C,1100,109,1.57778e+07
C,1100,109,1.4045e+07
C,1100,109,1.53212e+07
C,1100,109,1.65367e+07
C,1100,109,1.5737e+07
G,1200,110,5.01943e+09
G,1200,110,5.00521e+09
G,1200,110,5.05388e+09
G,1200,110,4.99982e+09
G,1200,110,5.00045e+09
G,1200,110,5.00773e+09
G,1200,110,5.12269e+09
G,1200,110,5.48462e+09
G,1200,110,5.32878e+09
G,1200,110,5.58601e+09
C,1200,110,6.58146e+08
C,1200,110,2.08309e+07
C,1200,110,2.02178e+07
C,1200,110,1.78035e+07
C,1200,110,2.06587e+07
C,1200,110,2.28952e+07
C,1200,110,2.06085e+07
C,1200,110,1.96604e+07
C,1200,110,1.79865e+07
C,1200,110,2.1009e+07
G,1200,111,5.66701e+09
G,1200,111,5.30253e+09
G,1200,111,5.0545e+09
G,1200,111,5.04996e+09
G,1200,111,5.02557e+09
G,1200,111,5.004e+09
G,1200,111,5.01242e+09
G,1200,111,5.02461e+09
G,1200,111,5.02641e+09
G,1200,111,5.63079e+09
C,1200,111,4.35087e+07
C,1200,111,3.8176e+07
C,1200,111,4.00482e+07
C,1200,111,4.14166e+07
C,1200,111,3.77185e+07
C,1200,111,3.66025e+07
C,1200,111,3.83354e+07
C,1200,111,3.55954e+07
C,1200,111,3.19418e+07
C,1200,111,3.14025e+07
G,1200,112,5.68887e+09
G,1200,112,5.15989e+09
G,1200,112,5.13473e+09
G,1200,112,5.04977e+09
G,1200,112,5.13555e+09
G,1200,112,5.09806e+09
G,1200,112,5.08446e+09
G,1200,112,5.18115e+09
G,1200,112,5.46214e+09
G,1200,112,5.46501e+09
C,1200,112,2.02256e+07
C,1200,112,1.65413e+07
C,1200,112,1.78953e+07
C,1200,112,1.85679e+07
C,1200,112,1.66695e+07
C,1200,112,1.90495e+07
C,1200,112,1.89811e+07
C,1200,112,1.68782e+07
C,1200,112,1.97588e+07
C,1200,112,1.67492e+07
G,1200,113,5.13697e+09
G,1200,113,5.20349e+09
G,1200,113,5.24701e+09
G,1200,113,5.33887e+09
G,1200,113,5.11226e+09
G,1200,113,5.13307e+09
G,1200,113,5.16863e+09
G,1200,113,5.21575e+09
G,1200,113,5.09485e+09
G,1200,113,5.15917e+09
C,1200,113,1.91459e+07
C,1200,113,1.78605e+07
C,1200,113,1.66657e+07
C,1200,113,2.07511e+07
C,1200,113,1.72592e+07
C,1200,113,2.31802e+07
C,1200,113,2.42238e+07
C,1200,113,2.02357e+07
C,1200,113,2.40126e+07
C,1200,113,2.33294e+07
G,1200,114,5.3841e+09
G,1200,114,5.31082e+09
G,1200,114,5.18419e+09
G,1200,114,5.24163e+09
G,1200,114,5.33774e+09
G,1200,114,5.11151e+09
G,1200,114,5.09197e+09
G,1200,114,5.27293e+09
G,1200,114,5.1077e+09
G,1200,114,5.1452e+09
C,1200,114,1.81834e+07
C,1200,114,1.84501e+07
C,1200,114,1.65387e+07
C,1200,114,1.88974e+07
C,1200,114,1.80224e+07
C,1200,114,1.66908e+07
C,1200,114,1.94048e+07
C,1200,114,1.7402e+07
C,1200,114,1.63985e+07
C,1200,114,1.98795e+07
G,1200,115,5.12023e+09
G,1200,115,5.30929e+09
G,1200,115,5.11553e+09
G,1200,115,5.25285e+09
G,1200,115,5.16884e+09
G,1200,115,5.23931e+09
G,1200,115,5.07589e+09
G,1200,115,5.11638e+09
G,1200,115,5.07304e+09
G,1200,115,5.09464e+09
C,1200,115,1.69122e+07
C,1200,115,2.00251e+07
C,1200,115,1.64194e+07
C,1200,115,1.81705e+07
C,1200,115,1.84632e+07
C,1200,115,1.68376e+07
C,1200,115,3.00337e+07
C,1200,115,1.84756e+07
C,1200,115,1.96821e+07
C,1200,115,2.06022e+07
G,1200,116,5.29674e+09
G,1200,116,5.1315e+09
G,1200,116,5.07783e+09
G,1200,116,5.30326e+09
G,1200,116,5.27503e+09
G,1200,116,5.24922e+09
G,1200,116,5.17132e+09
G,1200,116,5.56576e+09
G,1200,116,5.31192e+09
G,1200,116,5.12546e+09
C,1200,116,1.90935e+07
C,1200,116,2.18783e+07
C,1200,116,2.01995e+07
C,1200,116,2.22619e+07
C,1200,116,2.64371e+07
C,1200,116,2.0815e+07
C,1200,116,1.72675e+07
C,1200,116,1.87602e+07
C,1200,116,1.8228e+07
C,1200,116,1.69422e+07
G,1200,117,5.22069e+09
G,1200,117,5.18751e+09
G,1200,117,5.1385e+09
G,1200,117,5.23899e+09
G,1200,117,5.27831e+09
G,1200,117,5.37019e+09
G,1200,117,5.33582e+09
G,1200,117,5.25884e+09
G,1200,117,5.30557e+09
G,1200,117,5.25981e+09
C,1200,117,1.78665e+07
C,1200,117,1.92321e+07
C,1200,117,1.66508e+07
C,1200,117,1.92148e+07
C,1200,117,1.85596e+07
C,1200,117,1.7013e+07
C,1200,117,2.00142e+07
C,1200,117,1.96711e+07
C,1200,117,1.81083e+07
C,1200,117,2.19608e+07
G,1200,118,5.25835e+09
G,1200,118,5.3618e+09
G,1200,118,5.2222e+09
G,1200,118,5.20728e+09
G,1200,118,5.24519e+09
G,1200,118,5.72315e+09
G,1200,118,5.401e+09
G,1200,118,5.55077e+09
G,1200,118,5.3396e+09
G,1200,118,5.32308e+09
C,1200,118,1.94689e+07
C,1200,118,1.7609e+07
C,1200,118,2.07626e+07
C,1200,118,1.81669e+07
C,1200,118,1.81269e+07
C,1200,118,2.13019e+07
C,1200,118,1.73761e+07
C,1200,118,1.96042e+07
C,1200,118,1.94841e+07
C,1200,118,1.751e+07
G,1200,119,5.19275e+09
G,1200,119,5.20157e+09
G,1200,119,5.34504e+09
G,1200,119,5.52629e+09
G,1200,119,5.74343e+09
G,1200,119,5.10278e+09
G,1200,119,5.18684e+09
G,1200,119,5.50374e+09
G,1200,119,5.79423e+09
G,1200,119,5.28252e+09
C,1200,119,1.66934e+07
C,1200,119,1.96049e+07
C,1200,119,1.7442e+07
C,1200,119,1.69318e+07
C,1200,119,2.00905e+07
C,1200,119,1.67738e+07
C,1200,119,1.71577e+07
C,1200,119,2.52196e+07
C,1200,119,1.73306e+07
C,1200,119,2.04754e+07
G,1300,120,5.46328e+09
G,1300,120,5.4877e+09
G,1300,120,5.44753e+09
G,1300,120,5.6367e+09
G,1300,120,5.70331e+09
G,1300,120,5.55176e+09
G,1300,120,5.59808e+09
G,1300,120,5.48722e+09
G,1300,120,5.60761e+09
G,1300,120,5.81229e+09
C,1300,120,7.45347e+08
C,1300,120,2.73788e+07
C,1300,120,2.27845e+07
C,1300,120,2.71641e+07
C,1300,120,2.27959e+07
C,1300,120,2.65277e+07
C,1300,120,2.22065e+07
C,1300,120,2.70323e+07
C,1300,120,2.16979e+07
C,1300,120,2.7126e+07
G,1300,121,5.75069e+09
G,1300,121,5.77455e+09
G,1300,121,5.48858e+09
G,1300,121,5.45211e+09
G,1300,121,5.5718e+09
G,1300,121,5.63872e+09
G,1300,121,5.4458e+09
G,1300,121,5.43558e+09
G,1300,121,5.48847e+09
G,1300,121,5.48577e+09
C,1300,121,2.43704e+07
C,1300,121,2.07517e+07
C,1300,121,2.52771e+07
C,1300,121,2.06802e+07
C,1300,121,2.37783e+07
C,1300,121,2.01753e+07
C,1300,121,2.45947e+07
C,1300,121,2.33006e+07
C,1300,121,3.04818e+07
C,1300,121,2.00987e+07
G,1300,122,5.58463e+09
G,1300,122,5.664e+09
G,1300,122,5.74434e+09
G,1300,122,5.50367e+09
G,1300,122,5.48459e+09
G,1300,122,5.8988e+09
G,1300,122,6.06383e+09
G,1300,122,6.01206e+09
G,1300,122,5.93712e+09
G,1300,122,5.60731e+09
C,1300,122,2.33721e+07
C,1300,122,2.2839e+07
C,1300,122,2.52738e+07
C,1300,122,2.23567e+07
C,1300,122,2.23032e+07
C,1300,122,2.09506e+07
C,1300,122,2.01303e+07
C,1300,122,2.44539e+07
C,1300,122,2.00715e+07
C,1300,122,2.81832e+07
G,1300,123,5.91936e+09
G,1300,123,5.90485e+09
G,1300,123,6.1925e+09
G,1300,123,5.68962e+09
G,1300,123,5.72831e+09
G,1300,123,5.78114e+09
G,1300,123,5.60031e+09
G,1300,123,5.62214e+09
G,1300,123,5.84051e+09
G,1300,123,5.8433e+09
C,1300,123,2.3821e+07
C,1300,123,1.98002e+07
C,1300,123,2.25562e+07
C,1300,123,2.66275e+07
C,1300,123,2.19057e+07
C,1300,123,2.13864e+07
C,1300,123,2.01926e+07
C,1300,123,2.38596e+07
C,1300,123,1.99006e+07
C,1300,123,2.59478e+07
G,1300,124,5.5853e+09
G,1300,124,5.59071e+09
G,1300,124,5.72347e+09
G,1300,124,5.81362e+09
G,1300,124,5.92637e+09
G,1300,124,5.87155e+09
G,1300,124,5.86704e+09
G,1300,124,5.58581e+09
G,1300,124,5.91544e+09
G,1300,124,5.86505e+09
C,1300,124,3.43326e+07
C,1300,124,2.92299e+07
C,1300,124,2.4051e+07
C,1300,124,3.27438e+07
C,1300,124,2.5579e+07
C,1300,124,3.37196e+07
C,1300,124,2.8933e+07
C,1300,124,2.85412e+07
C,1300,124,2.79578e+07
C,1300,124,2.60531e+07
G,1300,125,6.00104e+09
G,1300,125,5.6361e+09
G,1300,125,5.78737e+09
G,1300,125,5.83403e+09
G,1300,125,5.83488e+09
G,1300,125,5.73116e+09
G,1300,125,6.18879e+09
G,1300,125,6.48766e+09
G,1300,125,5.4554e+09
G,1300,125,5.58201e+09
C,1300,125,3.28375e+07
C,1300,125,3.0574e+07
C,1300,125,4.04616e+07
C,1300,125,3.6268e+07
C,1300,125,2.27021e+07
C,1300,125,3.0996e+07
C,1300,125,2.57039e+07
C,1300,125,3.02694e+07
C,1300,125,2.63731e+07
C,1300,125,3.0505e+07
G,1300,126,5.70188e+09
G,1300,126,5.51713e+09
G,1300,126,5.8985e+09
G,1300,126,5.58499e+09
G,1300,126,5.50143e+09
G,1300,126,5.59237e+09
G,1300,126,5.69562e+09
G,1300,126,5.48507e+09
G,1300,126,5.63876e+09
G,1300,126,5.62671e+09
C,1300,126,2.02988e+07
C,1300,126,2.06339e+07
C,1300,126,2.00992e+07
C,1300,126,2.04967e+07
C,1300,126,2.09755e+07
C,1300,126,2.0367e+07
C,1300,126,2.04263e+07
C,1300,126,1.99968e+07
C,1300,126,1.99113e+07
C,1300,126,1.95481e+07
G,1300,127,5.63248e+09
G,1300,127,5.47742e+09
G,1300,127,5.60554e+09
G,1300,127,5.80099e+09
G,1300,127,5.67706e+09
G,1300,127,5.55674e+09
G,1300,127,5.61221e+09
G,1300,127,5.62426e+09
G,1300,127,5.48984e+09
G,1300,127,5.43607e+09
C,1300,127,1.95248e+07
C,1300,127,1.98101e+07
C,1300,127,1.92893e+07
C,1300,127,1.94153e+07
C,1300,127,1.96245e+07
C,1300,127,1.97845e+07
C,1300,127,1.93383e+07
C,1300,127,1.93618e+07
C,1300,127,1.97827e+07
C,1300,127,1.96247e+07
G,1300,128,4.64398e+09
G,1300,128,2.80232e+09
G,1300,128,2.83853e+09
G,1300,128,2.76459e+09
G,1300,128,2.78226e+09
G,1300,128,2.7668e+09
G,1300,128,2.75495e+09
G,1300,128,2.78211e+09
G,1300,128,2.77624e+09
G,1300,128,2.78105e+09
C,1300,128,1.96943e+07
C,1300,128,1.96221e+07
C,1300,128,1.97083e+07
C,1300,128,1.9712e+07
C,1300,128,1.9771e+07
C,1300,128,1.98332e+07
C,1300,128,1.96522e+07
C,1300,128,1.9579e+07
C,1300,128,1.9758e+07
C,1300,128,1.99644e+07
G,1300,129,2.78688e+09
G,1300,129,2.78188e+09
G,1300,129,2.77697e+09
G,1300,129,2.74149e+09
G,1300,129,2.79567e+09
G,1300,129,2.81435e+09
G,1300,129,2.8009e+09
G,1300,129,2.75857e+09
G,1300,129,2.82793e+09
G,1300,129,2.79051e+09
C,1300,129,1.97081e+07
C,1300,129,1.98786e+07
C,1300,129,1.98254e+07
C,1300,129,1.98427e+07
C,1300,129,1.9645e+07
C,1300,129,1.96508e+07
C,1300,129,1.9961e+07
C,1300,129,1.994e+07
C,1300,129,1.99948e+07
C,1300,129,1.97269e+07
G,1400,130,5.80921e+09
G,1400,130,5.90653e+09
G,1400,130,5.87281e+09
G,1400,130,5.86868e+09
G,1400,130,5.85854e+09
G,1400,130,5.82641e+09
G,1400,130,5.81254e+09
G,1400,130,5.79131e+09
G,1400,130,5.78928e+09
G,1400,130,5.81726e+09
C,1400,130,8.84784e+08
C,1400,130,2.24747e+07
C,1400,130,2.19431e+07
C,1400,130,2.22241e+07
C,1400,130,2.21485e+07
C,1400,130,2.22678e+07
C,1400,130,2.3214e+07
C,1400,130,2.30113e+07
C,1400,130,2.20917e+07
C,1400,130,2.27648e+07
G,1400,131,5.81613e+09
G,1400,131,5.89292e+09
G,1400,131,5.79377e+09
G,1400,131,5.79299e+09
G,1400,131,5.79652e+09
G,1400,131,5.79996e+09
G,1400,131,5.78531e+09
G,1400,131,5.79257e+09
G,1400,131,5.80444e+09
G,1400,131,5.84196e+09
C,1400,131,2.17729e+07
C,1400,131,2.19692e+07
C,1400,131,2.23574e+07
C,1400,131,2.24057e+07
C,1400,131,2.21927e+07
C,1400,131,2.28465e+07
C,1400,131,2.3099e+07
C,1400,131,2.99344e+07
C,1400,131,2.2089e+07
C,1400,131,2.20667e+07
G,1400,132,5.83886e+09
G,1400,132,5.82058e+09
G,1400,132,5.80883e+09
G,1400,132,5.81734e+09
G,1400,132,5.85144e+09
G,1400,132,5.71652e+09
G,1400,132,5.66559e+09
G,1400,132,5.69608e+09
G,1400,132,5.6801e+09
G,1400,132,5.67786e+09
C,1400,132,2.18351e+07
C,1400,132,2.21147e+07
C,1400,132,2.20467e+07
C,1400,132,2.17444e+07
C,1400,132,2.14922e+07
C,1400,132,2.17401e+07
C,1400,132,2.19854e+07
C,1400,132,2.18436e+07
C,1400,132,2.16117e+07
C,1400,132,2.15193e+07
G,1400,133,5.72115e+09
G,1400,133,5.66299e+09
G,1400,133,5.65934e+09
G,1400,133,5.68555e+09
G,1400,133,5.7169e+09
G,1400,133,5.67296e+09
G,1400,133,5.67256e+09
G,1400,133,5.71929e+09
G,1400,133,5.65409e+09
G,1400,133,5.74016e+09
C,1400,133,2.24553e+07
C,1400,133,2.17315e+07
C,1400,133,2.18254e+07
C,1400,133,2.29463e+07
C,1400,133,2.18866e+07
C,1400,133,2.20094e+07
C,1400,133,2.29302e+07
C,1400,133,2.22291e+07
C,1400,133,2.17628e+07
C,1400,133,2.18575e+07
G,1400,134,5.69775e+09
G,1400,134,5.69897e+09
G,1400,134,5.65406e+09
G,1400,134,5.68487e+09
G,1400,134,5.68183e+09
G,1400,134,5.78184e+09
G,1400,134,5.69016e+09
G,1400,134,5.8009e+09
G,1400,134,5.82551e+09
G,1400,134,6.24638e+09
C,1400,134,2.28567e+07
C,1400,134,2.2745e+07
C,1400,134,2.25966e+07
C,1400,134,2.27218e+07
C,1400,134,2.28963e+07
C,1400,134,2.27309e+07
C,1400,134,2.33045e+07
C,1400,134,2.88465e+07
C,1400,134,2.30407e+07
C,1400,134,2.29699e+07
G,1400,135,6.07806e+09
G,1400,135,5.8801e+09
G,1400,135,5.88991e+09
G,1400,135,5.82203e+09
G,1400,135,5.72637e+09
G,1400,135,5.68858e+09
G,1400,135,5.77999e+09
G,1400,135,5.71225e+09
G,1400,135,5.67697e+09
G,1400,135,5.66784e+09
C,1400,135,2.15632e+07
C,1400,135,2.16735e+07
C,1400,135,2.17594e+07
C,1400,135,2.15463e+07
C,1400,135,2.17671e+07
C,1400,135,2.16404e+07
C,1400,135,2.15374e+07
C,1400,135,2.19242e+07
C,1400,135,2.23999e+07
C,1400,135,2.15283e+07
G,1400,136,5.67407e+09
G,1400,136,5.70684e+09
G,1400,136,5.70248e+09
G,1400,136,6.04785e+09
G,1400,136,6.35986e+09
G,1400,136,5.96966e+09
G,1400,136,6.09985e+09
G,1400,136,6.11952e+09
G,1400,136,5.83124e+09
G,1400,136,6.57267e+09
C,1400,136,2.97106e+07
C,1400,136,2.43432e+07
C,1400,136,2.30564e+07
C,1400,136,2.42514e+07
C,1400,136,2.32828e+07
C,1400,136,2.36829e+07
C,1400,136,2.32145e+07
C,1400,136,2.32027e+07
C,1400,136,2.39715e+07
C,1400,136,2.37146e+07
G,1400,137,6.19155e+09
G,1400,137,6.42707e+09
G,1400,137,6.32018e+09
G,1400,137,6.05823e+09
G,1400,137,6.38104e+09
G,1400,137,6.22497e+09
G,1400,137,5.90614e+09
G,1400,137,5.86352e+09
G,1400,137,5.9059e+09
G,1400,137,6.27009e+09
C,1400,137,2.73481e+07
C,1400,137,2.62944e+07
C,1400,137,2.82731e+07
C,1400,137,2.75774e+07
C,1400,137,2.66951e+07
C,1400,137,2.65351e+07
C,1400,137,2.30206e+07
C,1400,137,2.32097e+07
C,1400,137,2.57257e+07
C,1400,137,2.31694e+07
G,1400,138,6.34934e+09
G,1400,138,5.84658e+09
G,1400,138,6.04108e+09
G,1400,138,6.06289e+09
G,1400,138,5.91873e+09
G,1400,138,5.9144e+09
G,1400,138,5.89709e+09
G,1400,138,5.95707e+09
G,1400,138,5.98799e+09
G,1400,138,6.033e+09
C,1400,138,2.20813e+07
C,1400,138,2.21944e+07
C,1400,138,2.39147e+07
C,1400,138,2.24851e+07
C,1400,138,2.48481e+07
C,1400,138,2.52513e+07
C,1400,138,2.52692e+07
C,1400,138,2.43874e+07
C,1400,138,2.2652e+07
C,1400,138,2.27441e+07
G,1400,139,6.30674e+09
G,1400,139,5.89467e+09
G,1400,139,5.94293e+09
G,1400,139,5.90176e+09
G,1400,139,5.8989e+09
G,1400,139,5.89354e+09
G,1400,139,5.94971e+09
G,1400,139,5.87803e+09
G,1400,139,5.85406e+09
G,1400,139,5.85162e+09
C,1400,139,2.23924e+07
C,1400,139,2.24898e+07
C,1400,139,2.26505e+07
C,1400,139,2.29207e+07
C,1400,139,2.23767e+07
C,1400,139,2.2697e+07
C,1400,139,2.249e+07
C,1400,139,2.25452e+07
C,1400,139,2.25644e+07
C,1400,139,2.30597e+07
G,1500,140,9.10963e+09
G,1500,140,9.03278e+09
G,1500,140,9.06803e+09
G,1500,140,9.11934e+09
G,1500,140,9.22898e+09
G,1500,140,9.37141e+09
G,1500,140,9.37579e+09
G,1500,140,8.86262e+09
