Metodo,sizes,nroMatriz,tiempo
G,1100,108,1601280000
G,1100,108,1601230000
G,1100,109,1599770000
G,1100,109,1603040000
G,1100,109,1602340000
G,1100,109,1614510000
G,1100,109,1614670000
G,1100,109,1610730000
G,1100,109,1609400000
G,1100,109,1607320000
G,1100,109,1616500000
G,1100,109,1612110000
G,1200,110,2137780000
G,1200,110,2126110000
G,1200,110,2130550000
G,1200,110,2123500000
G,1200,110,2136740000
G,1200,110,2126280000
G,1200,110,2126890000
G,1200,110,2128490000
G,1200,110,2134400000
G,1200,110,2130760000
G,1200,111,2129330000
G,1200,111,2133830000
G,1200,111,2132380000
G,1200,111,2131160000
G,1200,111,2132660000
G,1200,111,2126490000
G,1200,111,2126490000
G,1200,111,2129560000
G,1200,111,2133210000
G,1200,111,2127460000
G,1200,112,2129160000
G,1200,112,2129590000
G,1200,112,2131240000
G,1200,112,2127930000
G,1200,112,2130850000
G,1200,112,2132400000
G,1200,112,2126790000
G,1200,112,2132380000
G,1200,112,2129170000
G,1200,112,2133070000
G,1200,113,2137780000
G,1200,113,2133500000
G,1200,113,2134930000
G,1200,113,2130980000
G,1200,113,2134260000
G,1200,113,2128090000
G,1200,113,2129000000
G,1200,113,2137500000
G,1200,113,2165650000
G,1200,113,2124930000
G,1200,114,2127800000
G,1200,114,2135340000
G,1200,114,2139070000
G,1200,114,2128710000
G,1200,114,2129720000
G,1200,114,2137350000
G,1200,114,2137650000
G,1200,114,2135550000
G,1200,114,2135970000
G,1200,114,2133500000
G,1200,115,2131860000
G,1200,115,2139070000
G,1200,115,2140780000
G,1200,115,2130180000
G,1200,115,2139720000
G,1200,115,2138890000
G,1200,115,2141770000
G,1200,115,2128200000
G,1200,115,2142230000
G,1200,115,2135050000
G,1200,116,2145370000
G,1200,116,2132130000
G,1200,116,2129500000
G,1200,116,2142510000
G,1200,116,2138270000
G,1200,116,2137080000
G,1200,116,2128920000
G,1200,116,2135710000
G,1200,116,2138520000
G,1200,116,2146450000
G,1200,117,2143870000
G,1200,117,2135590000
G,1200,117,2134330000
G,1200,117,2137980000
G,1200,117,2140560000
G,1200,117,2140310000
G,1200,117,2131980000
G,1200,117,2129990000
G,1200,117,2139740000
G,1200,117,2127460000
G,1200,118,2129200000
G,1200,118,2125570000
G,1200,118,2133730000
G,1200,118,2134120000
G,1200,118,2128580000
G,1200,118,2130140000
G,1200,118,2133780000
G,1200,118,2130290000
