cantKvecinos,NroPersona,VerdaderosP,FalsosN,FalsosP
7,20,2,1,0
7,21,3,0,1
7,22,3,0,0
7,23,3,0,0
7,24,3,0,0
7,25,3,0,2
7,26,3,0,0
7,27,3,0,0
7,28,2,1,0
7,29,3,0,0
7,30,3,0,0
7,31,3,0,0
7,32,3,0,0
7,33,3,0,0
7,34,3,0,0
7,35,1,2,0
7,36,2,1,0
7,37,3,0,1
7,38,3,0,0
7,39,3,0,0
7,40,2,1,1
7,41,2,1,0
8,1,1,2,0
8,2,3,0,1
8,3,3,0,0
8,4,3,0,0
8,5,2,1,1
8,6,3,0,0
8,7,3,0,0
8,8,3,0,1
8,9,3,0,0
8,10,2,1,0
8,11,3,0,0
8,12,3,0,0
8,13,3,0,0
8,14,3,0,0
8,15,3,0,0
8,16,3,0,0
8,17,3,0,1
8,18,3,0,2
8,19,2,1,0
8,20,2,1,0
8,21,3,0,1
8,22,3,0,0
8,23,3,0,0
8,24,3,0,0
8,25,3,0,3
8,26,3,0,0
8,27,3,0,0
8,28,2,1,0
8,29,3,0,0
8,30,3,0,0
8,31,3,0,0
8,32,3,0,0
8,33,3,0,0
8,34,3,0,0
8,35,1,2,0
8,36,2,1,0
8,37,3,0,1
8,38,3,0,0
8,39,3,0,0
8,40,2,1,1
8,41,2,1,0
9,1,1,2,0
9,2,3,0,1
9,3,3,0,0
9,4,3,0,0
9,5,2,1,1
9,6,3,0,0
9,7,3,0,0
9,8,3,0,1
9,9,3,0,0
9,10,2,1,0
9,11,3,0,0
9,12,3,0,0
9,13,3,0,0
9,14,3,0,0
9,15,3,0,0
9,16,3,0,0
9,17,3,0,1
9,18,3,0,2
9,19,2,1,0
9,20,2,1,0
9,21,3,0,1
9,22,3,0,0
9,23,3,0,0
9,24,3,0,0
9,25,3,0,3
9,26,3,0,0
9,27,3,0,0
9,28,2,1,0
9,29,3,0,0
9,30,3,0,0
9,31,3,0,0
9,32,3,0,0
9,33,3,0,0
9,34,3,0,0
9,35,1,2,0
9,36,2,1,0
9,37,3,0,1
9,38,3,0,0
9,39,3,0,0
9,40,2,1,1
9,41,2,1,0
10,1,1,2,0
10,2,3,0,1
10,3,3,0,0
10,4,3,0,1
10,5,2,1,1
10,6,3,0,0
10,7,3,0,0
10,8,3,0,1
10,9,3,0,0
10,10,2,1,0
10,11,3,0,0
10,12,3,0,0
10,13,3,0,0
10,14,3,0,0
10,15,3,0,0
10,16,3,0,0
10,17,3,0,1
10,18,3,0,2
10,19,2,1,0
10,20,2,1,0
10,21,3,0,1
10,22,3,0,0
10,23,3,0,0
10,24,3,0,0
10,25,3,0,2
10,26,3,0,0
10,27,3,0,0
10,28,2,1,0
10,29,3,0,0
10,30,3,0,0
10,31,3,0,0
10,32,3,0,0
10,33,3,0,0
10,34,3,0,0
10,35,1,2,0
10,36,2,1,0
10,37,3,0,1
10,38,3,0,0
10,39,3,0,0
10,40,2,1,1
10,41,2,1,0
11,1,1,2,0
11,2,3,0,2
11,3,3,0,0
11,4,3,0,1
11,5,2,1,1
11,6,3,0,0
11,7,3,0,0
11,8,3,0,1
11,9,3,0,0
11,10,2,1,0
11,11,3,0,0
11,12,3,0,0
11,13,3,0,0
11,14,3,0,0
11,15,3,0,0
11,16,2,1,0
11,17,3,0,1
11,18,3,0,2
11,19,2,1,0
11,20,2,1,0
11,21,3,0,1
11,22,3,0,0
11,23,2,1,0
11,24,3,0,0
11,25,3,0,2
11,26,3,0,0
11,27,3,0,0
11,28,2,1,0
11,29,3,0,0
11,30,3,0,0
11,31,3,0,0
11,32,3,0,0
11,33,3,0,0
11,34,3,0,0
11,35,1,2,0
11,36,2,1,0
11,37,3,0,1
11,38,3,0,1
11,39,3,0,0
11,40,2,1,1
11,41,2,1,0
12,1,1,2,0
12,2,3,0,2
12,3,3,0,0
12,4,3,0,0
12,5,2,1,1
12,6,3,0,0
12,7,3,0,0
12,8,3,0,1
12,9,3,0,0
12,10,2,1,0
12,11,3,0,0
12,12,3,0,0
12,13,3,0,0
12,14,3,0,0
12,15,3,0,0
12,16,2,1,0
12,17,3,0,1
12,18,3,0,2
12,19,2,1,0
12,20,2,1,0
12,21,3,0,1
12,22,3,0,0
12,23,2,1,0
12,24,3,0,0
12,25,3,0,3
12,26,3,0,0
12,27,3,0,0
12,28,2,1,0
12,29,3,0,0
12,30,3,0,0
12,31,3,0,0
12,32,3,0,0
12,33,3,0,0
12,34,3,0,0
12,35,1,2,0
12,36,2,1,0
12,37,3,0,1
12,38,3,0,1
12,39,3,0,0
12,40,2,1,1
12,41,2,1,0
13,1,2,1,0
13,2,3,0,2
13,3,3,0,0
13,4,3,0,0
13,5,2,1,1
13,6,3,0,0
13,7,3,0,0
13,8,3,0,1
13,9,3,0,0
13,10,2,1,0
13,11,3,0,1
13,12,3,0,0
13,13,3,0,0
13,14,2,1,0
13,15,3,0,0
13,16,2,1,0
13,17,3,0,1
13,18,3,0,2
13,19,2,1,0
13,20,2,1,0
13,21,3,0,1
13,22,3,0,0
13,23,2,1,0
13,24,3,0,0
13,25,3,0,2
13,26,3,0,0
13,27,3,0,0
13,28,2,1,0
13,29,3,0,0
13,30,3,0,0
13,31,3,0,0
13,32,3,0,0
13,33,3,0,0
13,34,3,0,0
13,35,1,2,0
13,36,2,1,0
13,37,3,0,1
13,38,3,0,1
13,39,3,0,0
13,40,2,1,1
13,41,2,1,0
14,1,2,1,0
14,2,3,0,2
14,3,3,0,0
14,4,3,0,1
14,5,2,1,2
14,6,3,0,0
14,7,3,0,0
14,8,3,0,0
14,9,3,0,0
14,10,2,1,0
14,11,3,0,1
14,12,3,0,0
14,13,3,0,0
14,14,2,1,0
14,15,3,0,0
14,16,2,1,0
14,17,3,0,1
14,18,3,0,2
14,19,2,1,0
14,20,3,0,0
14,21,3,0,0
14,22,3,0,0
14,23,2,1,0
14,24,3,0,0
14,25,2,1,2
14,26,3,0,0
14,27,3,0,0
14,28,2,1,0
14,29,3,0,0
14,30,3,0,0
14,31,3,0,0
14,32,3,0,0
14,33,3,0,0
14,34,3,0,0
14,35,1,2,0
14,36,2,1,0
14,37,3,0,1
14,38,3,0,1
14,39,3,0,0
14,40,2,1,1
14,41,2,1,0
15,1,1,2,0
15,2,3,0,2
15,3,3,0,0
15,4,3,0,1
15,5,2,1,2
15,6,3,0,0
15,7,3,0,0
15,8,3,0,0
15,9,3,0,0
15,10,2,1,0
15,11,3,0,1
15,12,3,0,0
15,13,3,0,0
15,14,2,1,0
15,15,3,0,0
15,16,2,1,0
15,17,3,0,1
15,18,3,0,2
15,19,2,1,0
15,20,3,0,0
15,21,3,0,0
15,22,3,0,0
15,23,2,1,0
15,24,3,0,0
15,25,2,1,3
15,26,3,0,0
15,27,3,0,0
15,28,2,1,0
15,29,3,0,0
15,30,3,0,0
15,31,3,0,0
15,32,3,0,0
15,33,3,0,0
15,34,3,0,0
15,35,1,2,0
15,36,2,1,0
15,37,3,0,1
15,38,3,0,1
15,39,3,0,0
15,40,2,1,1
15,41,2,1,0
16,1,1,2,0
16,2,3,0,2
16,3,3,0,0
16,4,3,0,1
16,5,2,1,2
16,6,3,0,0
16,7,3,0,0
16,8,3,0,0
16,9,3,0,0
16,10,2,1,0
16,11,3,0,1
16,12,3,0,0
16,13,3,0,0
16,14,2,1,0
16,15,3,0,0
16,16,2,1,0
16,17,3,0,1
16,18,3,0,2
16,19,2,1,0
16,20,3,0,0
16,21,3,0,0
16,22,3,0,0
16,23,2,1,0
16,24,3,0,0
16,25,2,1,3
16,26,3,0,0
16,27,3,0,0
16,28,2,1,0
16,29,3,0,0
16,30,3,0,0
16,31,3,0,0
16,32,3,0,0
16,33,3,0,0
16,34,3,0,0
16,35,1,2,0
16,36,2,1,0
16,37,3,0,1
16,38,3,0,1
16,39,3,0,0
16,40,2,1,1
16,41,2,1,0
17,1,1,2,0
17,2,3,0,2
17,3,3,0,0
17,4,3,0,1
17,5,2,1,2
17,6,3,0,0
17,7,3,0,0
17,8,3,0,0
17,9,3,0,0
17,10,2,1,0
17,11,3,0,1
17,12,3,0,0
17,13,3,0,0
17,14,2,1,0
17,15,3,0,0
17,16,2,1,0
17,17,3,0,1
17,18,3,0,2
17,19,2,1,0
17,20,3,0,0
17,21,3,0,0
17,22,3,0,0
17,23,2,1,0
17,24,3,0,0
17,25,2,1,3
17,26,3,0,0
17,27,3,0,0
17,28,2,1,0
17,29,3,0,0
17,30,3,0,0
17,31,3,0,0
17,32,3,0,0
17,33,3,0,0
17,34,3,0,0
17,35,1,2,0
17,36,2,1,0
17,37,3,0,1
17,38,3,0,1
17,39,3,0,0
17,40,2,1,1
17,41,2,1,0
18,1,1,2,0
18,2,3,0,2
18,3,3,0,0
18,4,3,0,1
18,5,2,1,2
18,6,3,0,0
18,7,3,0,0
18,8,3,0,0
18,9,3,0,0
18,10,2,1,0
18,11,3,0,1
18,12,3,0,0
18,13,3,0,0
18,14,2,1,0
18,15,3,0,0
18,16,2,1,0
18,17,3,0,1
18,18,3,0,2
18,19,2,1,0
18,20,3,0,0
18,21,3,0,0
18,22,3,0,0
18,23,2,1,0
18,24,3,0,0
18,25,2,1,3
18,26,3,0,0
18,27,3,0,0
18,28,2,1,0
18,29,3,0,0
18,30,3,0,0
18,31,3,0,0
18,32,3,0,0
18,33,3,0,0
18,34,3,0,0
18,35,1,2,0
18,36,2,1,0
18,37,3,0,1
18,38,3,0,1
18,39,3,0,0
18,40,2,1,1
18,41,2,1,0
19,1,1,2,0
19,2,3,0,2
19,3,3,0,0
19,4,3,0,1
19,5,2,1,2
19,6,3,0,0
19,7,3,0,0
19,8,3,0,0
19,9,3,0,0
19,10,2,1,0
19,11,3,0,1
19,12,3,0,0
19,13,3,0,0
19,14,2,1,0
19,15,3,0,0
19,16,2,1,0
19,17,3,0,1
19,18,3,0,2
19,19,2,1,0
19,20,3,0,0
19,21,3,0,0
19,22,3,0,0
19,23,2,1,0
19,24,3,0,0
19,25,2,1,3
19,26,3,0,0
19,27,3,0,0
19,28,2,1,0
19,29,3,0,0
19,30,3,0,0
19,31,3,0,0
19,32,3,0,0
19,33,3,0,0
19,34,3,0,0
19,35,1,2,0
19,36,2,1,0
19,37,3,0,1
19,38,3,0,1
19,39,3,0,0
19,40,2,1,1
19,41,2,1,0
20,1,1,2,0
20,2,3,0,2
20,3,3,0,0
20,4,3,0,1
20,5,2,1,2
20,6,3,0,0
20,7,3,0,0
20,8,3,0,0
20,9,3,0,0
20,10,1,2,0
20,11,3,0,1
20,12,3,0,0
20,13,3,0,0
20,14,2,1,0
20,15,3,0,0
20,16,2,1,0
20,17,3,0,1
20,18,3,0,2
20,19,2,1,0
20,20,3,0,0
20,21,3,0,0
20,22,3,0,0
20,23,2,1,0
20,24,3,0,0
20,25,2,1,3
20,26,3,0,0
20,27,3,0,0
20,28,2,1,0
20,29,3,0,0
20,30,3,0,0
20,31,3,0,0
20,32,3,0,0
20,33,3,0,0
20,34,3,0,0
20,35,1,2,0
20,36,2,1,0
20,37,3,0,1
20,38,3,0,2
20,39,3,0,0
20,40,2,1,1
20,41,2,1,0
21,1,1,2,0
21,2,3,0,2
21,3,3,0,0
21,4,3,0,1
21,5,2,1,2
21,6,3,0,0
21,7,3,0,0
21,8,3,0,0
21,9,3,0,0
21,10,1,2,0
21,11,3,0,1
21,12,3,0,0
21,13,3,0,0
21,14,2,1,0
21,15,3,0,0
21,16,2,1,0
21,17,3,0,1
21,18,3,0,2
21,19,2,1,0
21,20,3,0,0
21,21,3,0,0
21,22,3,0,0
21,23,2,1,0
21,24,3,0,0
21,25,2,1,3
21,26,3,0,0
21,27,3,0,0
21,28,2,1,0
21,29,2,1,0
21,30,3,0,0
21,31,3,0,0
21,32,3,0,0
21,33,3,0,0
21,34,3,0,0
21,35,1,2,0
21,36,2,1,0
21,37,3,0,1
21,38,3,0,2
21,39,3,0,1
21,40,2,1,1
21,41,2,1,0
22,1,1,2,0
22,2,3,0,2
22,3,3,0,0
22,4,3,0,1
22,5,2,1,2
22,6,3,0,0
22,7,3,0,0
22,8,3,0,0
22,9,3,0,0
22,10,1,2,0
22,11,3,0,1
22,12,3,0,0
22,13,3,0,0
22,14,2,1,0
22,15,3,0,0
22,16,2,1,0
22,17,3,0,1
22,18,3,0,2
22,19,2,1,0
22,20,3,0,0
22,21,3,0,0
22,22,3,0,0
22,23,2,1,0
22,24,3,0,0
22,25,2,1,3
22,26,3,0,0
22,27,3,0,0
22,28,2,1,0
22,29,2,1,0
22,30,3,0,0
22,31,3,0,0
22,32,3,0,0
22,33,3,0,0
22,34,3,0,0
22,35,1,2,0
22,36,2,1,0
22,37,3,0,1
22,38,3,0,2
22,39,3,0,1
22,40,2,1,1
22,41,2,1,0
23,1,1,2,0
23,2,3,0,2
23,3,3,0,0
23,4,3,0,1
23,5,2,1,1
23,6,3,0,0
23,7,3,0,0
23,8,3,0,0
23,9,3,0,0
23,10,1,2,0
23,11,3,0,1
23,12,3,0,0
23,13,3,0,0
23,14,2,1,0
23,15,3,0,0
23,16,2,1,0
23,17,3,0,1
23,18,3,0,2
23,19,2,1,0
23,20,3,0,0
23,21,3,0,0
23,22,3,0,0
23,23,2,1,0
23,24,3,0,0
23,25,3,0,3
23,26,3,0,0
23,27,3,0,0
23,28,2,1,0
23,29,2,1,0
23,30,3,0,0
23,31,3,0,0
23,32,3,0,0
23,33,3,0,0
23,34,3,0,0
23,35,1,2,0
23,36,2,1,0
23,37,3,0,1
23,38,3,0,2
23,39,3,0,1
23,40,2,1,1
23,41,2,1,0
24,1,1,2,0
24,2,3,0,2
24,3,3,0,0
24,4,3,0,1
24,5,2,1,2
24,6,3,0,0
24,7,3,0,0
24,8,3,0,0
24,9,3,0,0
24,10,2,1,0
24,11,3,0,1
24,12,3,0,0
24,13,3,0,0
24,14,2,1,0
24,15,3,0,0
24,16,2,1,0
24,17,3,0,1
24,18,3,0,2
24,19,2,1,0
24,20,3,0,0
24,21,3,0,0
24,22,3,0,0
24,23,2,1,0
24,24,3,0,0
24,25,2,1,3
24,26,3,0,0
24,27,3,0,0
24,28,2,1,0
24,29,2,1,0
24,30,3,0,0
24,31,3,0,0
24,32,3,0,0
24,33,3,0,0
24,34,3,0,0
24,35,1,2,0
24,36,2,1,0
24,37,3,0,1
24,38,3,0,1
24,39,3,0,1
24,40,2,1,1
24,41,2,1,0
25,1,1,2,0
25,2,3,0,2
25,3,3,0,0
25,4,3,0,1
25,5,2,1,2
25,6,3,0,0
25,7,3,0,0
25,8,3,0,0
25,9,3,0,0
25,10,2,1,0
25,11,3,0,1
25,12,3,0,0
25,13,3,0,0
25,14,2,1,0
25,15,3,0,0
25,16,2,1,0
25,17,3,0,1
25,18,3,0,2
25,19,2,1,0
25,20,3,0,0
25,21,3,0,0
25,22,3,0,0
25,23,2,1,0
25,24,3,0,0
25,25,2,1,3
25,26,3,0,0
25,27,3,0,0
25,28,2,1,0
25,29,2,1,0
25,30,3,0,0
25,31,3,0,0
25,32,3,0,0
25,33,3,0,0
25,34,3,0,0
25,35,1,2,0
25,36,2,1,0
25,37,3,0,1
25,38,3,0,1
25,39,3,0,1
25,40,2,1,1
25,41,2,1,0
26,1,1,2,0
26,2,3,0,2
26,3,3,0,0
26,4,3,0,1
26,5,2,1,1
26,6,3,0,0
26,7,3,0,0
26,8,3,0,0
26,9,3,0,0
26,10,2,1,0
26,11,3,0,1
26,12,3,0,0
26,13,3,0,0
26,14,2,1,0
26,15,3,0,0
26,16,2,1,0
26,17,3,0,1
26,18,3,0,2
26,19,2,1,0
26,20,3,0,0
26,21,3,0,0
26,22,3,0,0
26,23,2,1,0
26,24,3,0,0
26,25,3,0,3
26,26,3,0,0
26,27,3,0,0
26,28,2,1,0
26,29,2,1,0
26,30,3,0,0
26,31,3,0,0
26,32,3,0,0
26,33,3,0,0
26,34,3,0,0
26,35,1,2,0
26,36,2,1,0
26,37,3,0,1
26,38,3,0,1
26,39,3,0,1
26,40,2,1,1
26,41,2,1,0
27,1,1,2,0
27,2,3,0,2
27,3,3,0,0
27,4,3,0,1
27,5,2,1,1
27,6,3,0,0
27,7,3,0,0
27,8,3,0,0
27,9,3,0,0
27,10,2,1,0
27,11,3,0,1
27,12,3,0,0
27,13,3,0,0
27,14,2,1,0
27,15,3,0,0
27,16,2,1,0
27,17,3,0,1
27,18,3,0,2
27,19,2,1,0
27,20,3,0,0
27,21,3,0,0
27,22,3,0,0
27,23,2,1,0
27,24,3,0,0
27,25,3,0,3
27,26,3,0,0
27,27,3,0,0
27,28,2,1,0
27,29,3,0,0
27,30,3,0,0
27,31,3,0,0
27,32,3,0,0
27,33,3,0,0
27,34,3,0,0
27,35,1,2,0
27,36,2,1,0
27,37,3,0,1
27,38,3,0,1
27,39,3,0,0
27,40,2,1,1
27,41,2,1,0
28,1,1,2,0
28,2,3,0,2
28,3,3,0,0
28,4,3,0,1
28,5,2,1,1
28,6,3,0,0
28,7,3,0,0
28,8,3,0,0
28,9,3,0,0
28,10,2,1,0
28,11,3,0,1
28,12,3,0,0
28,13,3,0,0
28,14,2,1,0
28,15,3,0,0
28,16,2,1,0
28,17,3,0,1
28,18,3,0,2
28,19,2,1,0
28,20,3,0,0
28,21,3,0,0
28,22,3,0,0
28,23,2,1,0
28,24,3,0,0
28,25,3,0,3
28,26,3,0,0
28,27,3,0,0
28,28,2,1,0
28,29,3,0,0
28,30,3,0,0
28,31,3,0,0
28,32,3,0,0
28,33,3,0,0
28,34,3,0,0
28,35,1,2,0
28,36,2,1,0
28,37,3,0,1
28,38,3,0,1
28,39,3,0,0
28,40,2,1,1
28,41,2,1,0
29,1,1,2,0
29,2,3,0,2
29,3,3,0,0
29,4,3,0,1
29,5,2,1,1
29,6,3,0,0
29,7,3,0,0
29,8,3,0,0
29,9,3,0,0
29,10,2,1,0
29,11,3,0,1
29,12,3,0,0
29,13,3,0,0
29,14,2,1,0
29,15,3,0,0
29,16,2,1,0
29,17,3,0,1
29,18,3,0,2
29,19,2,1,0
29,20,3,0,0
29,21,3,0,0
29,22,3,0,0
29,23,2,1,0
29,24,3,0,0
29,25,3,0,3
29,26,3,0,0
29,27,3,0,0
29,28,2,1,0
29,29,3,0,0
29,30,3,0,0
29,31,3,0,0
29,32,3,0,0
29,33,3,0,0
29,34,3,0,0
29,35,1,2,0
29,36,2,1,0
29,37,3,0,1
29,38,3,0,1
29,39,3,0,0
29,40,2,1,1
29,41,2,1,0
30,1,1,2,0
30,2,3,0,2
30,3,3,0,0
30,4,3,0,1
30,5,2,1,1
30,6,3,0,0
30,7,3,0,0
30,8,3,0,0
30,9,3,0,0
30,10,2,1,0
30,11,3,0,1
30,12,3,0,0
30,13,3,0,0
30,14,2,1,0
30,15,3,0,0
30,16,2,1,0
30,17,3,0,1
30,18,3,0,2
30,19,2,1,0
30,20,3,0,0
30,21,3,0,0
30,22,3,0,0
30,23,2,1,0
30,24,3,0,0
30,25,3,0,3
30,26,3,0,0
30,27,3,0,0
30,28,2,1,0
30,29,3,0,0
30,30,3,0,0
30,31,3,0,0
30,32,3,0,0
30,33,3,0,0
30,34,3,0,0
30,35,1,2,0
30,36,2,1,0
30,37,3,0,1
30,38,3,0,1
30,39,3,0,0
30,40,2,1,1
30,41,2,1,0
31,1,1,2,0
31,2,3,0,2
31,3,3,0,0
31,4,3,0,1
31,5,2,1,1
31,6,3,0,0
31,7,3,0,0
31,8,3,0,0
31,9,3,0,0
31,10,2,1,0
31,11,3,0,1
31,12,3,0,0
31,13,3,0,0
31,14,2,1,0
31,15,3,0,0
31,16,2,1,0
31,17,3,0,1
31,18,3,0,2
31,19,2,1,0
31,20,3,0,0
31,21,3,0,0
31,22,3,0,0
31,23,2,1,0
31,24,3,0,0
31,25,3,0,3
31,26,3,0,0
31,27,3,0,0
31,28,2,1,0
31,29,3,0,0
31,30,3,0,0
31,31,3,0,0
31,32,3,0,0
31,33,3,0,0
31,34,3,0,0
31,35,1,2,0
31,36,2,1,0
31,37,3,0,1
31,38,3,0,1
31,39,3,0,0
31,40,2,1,1
31,41,2,1,0
32,1,1,2,0
32,2,3,0,2
32,3,3,0,0
32,4,3,0,1
32,5,2,1,1
32,6,3,0,0
32,7,3,0,0
32,8,3,0,0
32,9,3,0,0
32,10,2,1,0
32,11,3,0,1
32,12,3,0,0
32,13,3,0,0
32,14,2,1,0
32,15,3,0,0
32,16,2,1,0
32,17,3,0,1
32,18,3,0,2
32,19,2,1,0
32,20,3,0,0
32,21,3,0,0
32,22,3,0,0
32,23,2,1,0
32,24,3,0,0
32,25,3,0,3
32,26,3,0,0
32,27,3,0,0
32,28,2,1,0
32,29,3,0,0
32,30,3,0,0
32,31,3,0,0
32,32,3,0,0
32,33,3,0,0
32,34,3,0,0
32,35,1,2,0
32,36,2,1,0
32,37,3,0,1
32,38,3,0,1
32,39,3,0,0
32,40,2,1,1
32,41,2,1,0
33,1,1,2,0
33,2,3,0,2
33,3,3,0,0
33,4,3,0,2
33,5,2,1,1
33,6,3,0,0
33,7,3,0,0
33,8,3,0,0
33,9,3,0,0
33,10,2,1,0
33,11,3,0,1
33,12,3,0,0
33,13,3,0,0
33,14,2,1,0
33,15,3,0,0
33,16,2,1,0
33,17,3,0,1
33,18,3,0,2
33,19,2,1,0
33,20,3,0,0
33,21,3,0,0
33,22,3,0,0
33,23,2,1,0
33,24,3,0,0
33,25,3,0,2
33,26,3,0,0
33,27,3,0,0
33,28,2,1,0
33,29,3,0,0
33,30,3,0,0
33,31,3,0,0
33,32,3,0,0
33,33,3,0,0
33,34,3,0,0
33,35,1,2,0
33,36,2,1,0
33,37,3,0,1
33,38,3,0,1
33,39,3,0,0
33,40,2,1,1
33,41,2,1,0
34,1,1,2,0
34,2,3,0,2
34,3,3,0,0
34,4,3,0,2
34,5,2,1,1
34,6,3,0,0
34,7,3,0,0
34,8,3,0,0
34,9,3,0,0
34,10,2,1,0
34,11,3,0,1
34,12,3,0,0
34,13,3,0,0
34,14,2,1,0
34,15,3,0,0
34,16,2,1,0
34,17,3,0,1
34,18,3,0,2
34,19,2,1,0
34,20,3,0,0
34,21,3,0,0
34,22,3,0,0
34,23,2,1,0
34,24,3,0,0
34,25,3,0,2
34,26,3,0,0
34,27,3,0,0
34,28,2,1,0
34,29,3,0,0
34,30,3,0,0
34,31,3,0,0
34,32,3,0,0
34,33,3,0,0
34,34,3,0,0
34,35,1,2,0
34,36,2,1,0
34,37,3,0,1
34,38,3,0,1
34,39,3,0,0
34,40,2,1,1
34,41,2,1,0
35,1,1,2,0
35,2,3,0,2
35,3,3,0,0
35,4,3,0,2
35,5,2,1,1
35,6,3,0,0
35,7,3,0,0
35,8,3,0,0
35,9,3,0,0
35,10,2,1,0
35,11,3,0,1
35,12,3,0,0
35,13,3,0,0
35,14,2,1,0
35,15,3,0,0
35,16,2,1,0
35,17,3,0,1
35,18,3,0,2
35,19,2,1,0
35,20,3,0,0
35,21,3,0,0
35,22,3,0,0
35,23,2,1,0
35,24,3,0,0
35,25,3,0,2
35,26,3,0,0
35,27,3,0,0
35,28,2,1,0
35,29,3,0,0
35,30,3,0,0
35,31,3,0,0
35,32,3,0,0
35,33,3,0,0
35,34,3,0,0
35,35,1,2,0
35,36,2,1,0
35,37,3,0,1
35,38,3,0,1
35,39,3,0,0
35,40,2,1,1
