cantKvecinos,NroPersona,VerdaderosP,FalsosN,FalsosP
35,41,2,1,0
36,1,1,2,0
36,2,3,0,2
36,3,3,0,0
36,4,3,0,2
36,5,2,1,1
36,6,3,0,0
36,7,3,0,0
36,8,3,0,0
36,9,3,0,0
36,10,2,1,0
36,11,3,0,1
36,12,3,0,0
36,13,3,0,0
36,14,2,1,0
36,15,3,0,0
36,16,2,1,0
36,17,3,0,1
36,18,3,0,2
36,19,2,1,0
36,20,3,0,0
36,21,3,0,0
36,22,3,0,0
36,23,2,1,0
36,24,3,0,0
36,25,3,0,2
36,26,3,0,0
36,27,3,0,0
36,28,2,1,0
36,29,3,0,0
36,30,3,0,0
36,31,3,0,0
36,32,3,0,0
36,33,3,0,0
36,34,3,0,0
36,35,1,2,0
36,36,2,1,0
36,37,3,0,1
36,38,3,0,1
36,39,3,0,0
36,40,2,1,1
36,41,2,1,0
37,1,1,2,0
37,2,3,0,2
37,3,3,0,0
37,4,3,0,2
37,5,2,1,1
37,6,3,0,0
37,7,3,0,0
37,8,3,0,0
37,9,3,0,0
37,10,2,1,0
37,11,3,0,1
37,12,3,0,0
37,13,3,0,0
37,14,2,1,0
37,15,3,0,0
37,16,2,1,0
37,17,3,0,1
37,18,3,0,2
37,19,2,1,0
37,20,3,0,0
37,21,3,0,0
37,22,3,0,0
37,23,2,1,0
37,24,3,0,0
37,25,3,0,2
37,26,3,0,0
37,27,3,0,0
37,28,2,1,0
37,29,3,0,0
37,30,3,0,0
37,31,3,0,0
37,32,3,0,0
37,33,3,0,0
37,34,3,0,0
37,35,1,2,0
37,36,2,1,0
37,37,3,0,1
37,38,3,0,1
37,39,3,0,0
37,40,2,1,1
37,41,2,1,0
38,1,1,2,0
38,2,3,0,2
38,3,3,0,0
38,4,3,0,2
38,5,2,1,1
38,6,3,0,0
38,7,3,0,0
38,8,3,0,0
38,9,3,0,0
38,10,2,1,0
38,11,3,0,1
38,12,3,0,0
38,13,3,0,0
38,14,2,1,0
38,15,3,0,0
38,16,2,1,0
38,17,3,0,1
38,18,3,0,2
38,19,2,1,0
38,20,3,0,0
38,21,3,0,0
38,22,3,0,0
38,23,2,1,0
38,24,3,0,0
38,25,3,0,2
38,26,3,0,0
38,27,3,0,0
38,28,2,1,0
38,29,3,0,0
38,30,3,0,0
38,31,3,0,0
38,32,3,0,0
38,33,3,0,0
38,34,3,0,0
38,35,1,2,0
38,36,2,1,0
38,37,3,0,1
38,38,3,0,1
38,39,3,0,0
38,40,2,1,1
38,41,2,1,0
39,1,1,2,0
39,2,3,0,2
39,3,3,0,0
39,4,3,0,2
39,5,2,1,1
39,6,3,0,0
39,7,3,0,0
39,8,3,0,0
39,9,3,0,0
39,10,2,1,0
39,11,3,0,0
39,12,3,0,0
39,13,3,0,0
39,14,3,0,0
39,15,3,0,0
39,16,2,1,0
39,17,3,0,1
39,18,3,0,1
39,19,2,1,0
39,20,3,0,0
39,21,3,0,0
39,22,3,0,0
39,23,2,1,0
39,24,3,0,0
39,25,3,0,2
39,26,3,0,0
39,27,3,0,0
39,28,2,1,0
39,29,3,0,0
39,30,3,0,0
39,31,3,0,0
39,32,3,0,0
39,33,3,0,0
39,34,3,0,0
39,35,1,2,0
39,36,2,1,0
39,37,3,0,1
39,38,3,0,1
39,39,3,0,0
39,40,2,1,1
39,41,3,0,0
40,1,1,2,0
40,2,3,0,2
40,3,3,0,0
40,4,3,0,3
40,5,2,1,1
40,6,3,0,0
40,7,3,0,0
40,8,3,0,0
40,9,3,0,0
40,10,2,1,0
40,11,3,0,0
40,12,3,0,0
40,13,3,0,0
40,14,3,0,0
40,15,3,0,0
40,16,1,2,0
40,17,3,0,1
40,18,3,0,2
40,19,2,1,0
40,20,3,0,0
40,21,3,0,0
40,22,3,0,0
40,23,2,1,0
40,24,3,0,0
40,25,3,0,2
40,26,3,0,0
40,27,3,0,0
40,28,2,1,0
40,29,3,0,0
40,30,3,0,0
40,31,3,0,0
40,32,3,0,0
40,33,3,0,0
40,34,3,0,0
40,35,1,2,0
40,36,2,1,0
40,37,3,0,1
40,38,3,0,1
40,39,3,0,0
40,40,2,1,1
40,41,2,1,0
