CompPpal,MetodoEleccion,NroPersona,VerdaderosP,FalsosN,FalsosP
37,V,40,3,0,1
37,V,41,3,0,0
40,KNN,1,2,1,0
40,KNN,2,3,0,0
40,KNN,3,3,0,0
40,KNN,4,3,0,1
40,KNN,5,2,1,2
40,KNN,6,3,0,0
40,KNN,7,3,0,0
40,KNN,8,3,0,0
40,KNN,9,3,0,0
40,KNN,10,2,1,0
40,KNN,11,3,0,0
40,KNN,12,3,0,0
40,KNN,13,3,0,0
40,KNN,14,3,0,0
40,KNN,15,3,0,1
40,KNN,16,3,0,0
40,KNN,17,3,0,2
40,KNN,18,3,0,1
40,KNN,19,2,1,0
40,KNN,20,3,0,0
40,KNN,21,3,0,0
40,KNN,22,3,0,0
40,KNN,23,3,0,0
40,KNN,24,3,0,0
40,KNN,25,2,1,1
40,KNN,26,3,0,0
40,KNN,27,3,0,0
40,KNN,28,2,1,0
40,KNN,29,3,0,0
40,KNN,30,3,0,0
40,KNN,31,3,0,0
40,KNN,32,3,0,0
40,KNN,33,3,0,0
40,KNN,34,3,0,0
40,KNN,35,2,1,0
40,KNN,36,2,1,0
40,KNN,37,3,0,1
40,KNN,38,3,0,0
40,KNN,39,3,0,0
40,KNN,40,2,1,1
40,KNN,41,2,1,0
40,V,1,2,1,0
40,V,2,3,0,0
40,V,3,3,0,1
40,V,4,3,0,0
40,V,5,2,1,0
40,V,6,3,0,0
40,V,7,3,0,0
40,V,8,3,0,0
40,V,9,3,0,0
40,V,10,2,1,0
40,V,11,3,0,0
40,V,12,3,0,0
40,V,13,3,0,0
40,V,14,3,0,0
40,V,15,3,0,0
40,V,16,3,0,0
40,V,17,3,0,0
40,V,18,3,0,0
40,V,19,2,1,0
40,V,20,3,0,0
40,V,21,3,0,0
40,V,22,3,0,0
40,V,23,2,1,0
40,V,24,3,0,0
40,V,25,3,0,0
40,V,26,3,0,0
40,V,27,3,0,1
40,V,28,2,1,0
40,V,29,3,0,0
40,V,30,3,0,0
40,V,31,3,0,0
40,V,32,3,0,0
40,V,33,3,0,0
40,V,34,3,0,0
40,V,35,3,0,0
40,V,36,3,0,0
40,V,37,3,0,1
40,V,38,3,0,2
40,V,39,3,0,0
40,V,40,3,0,1
40,V,41,3,0,0
43,KNN,1,2,1,0
43,KNN,2,3,0,0
43,KNN,3,3,0,0
43,KNN,4,3,0,1
43,KNN,5,2,1,2
43,KNN,6,3,0,0
43,KNN,7,3,0,0
43,KNN,8,3,0,0
43,KNN,9,3,0,0
43,KNN,10,2,1,0
43,KNN,11,3,0,0
43,KNN,12,3,0,0
43,KNN,13,3,0,0
43,KNN,14,3,0,0
43,KNN,15,3,0,1
43,KNN,16,3,0,0
43,KNN,17,3,0,2
43,KNN,18,3,0,1
43,KNN,19,2,1,0
43,KNN,20,3,0,0
43,KNN,21,3,0,0
43,KNN,22,3,0,0
43,KNN,23,3,0,0
43,KNN,24,3,0,0
43,KNN,25,2,1,1
43,KNN,26,3,0,0
43,KNN,27,3,0,0
43,KNN,28,2,1,0
43,KNN,29,3,0,0
43,KNN,30,3,0,0
43,KNN,31,3,0,0
43,KNN,32,3,0,0
43,KNN,33,3,0,0
43,KNN,34,3,0,0
43,KNN,35,2,1,0
43,KNN,36,2,1,0
43,KNN,37,3,0,1
43,KNN,38,3,0,0
43,KNN,39,3,0,0
43,KNN,40,2,1,1
43,KNN,41,2,1,0
43,V,1,2,1,0
43,V,2,3,0,0
43,V,3,3,0,1
43,V,4,3,0,0
43,V,5,2,1,0
43,V,6,3,0,0
43,V,7,3,0,0
43,V,8,3,0,0
43,V,9,3,0,0
43,V,10,2,1,0
43,V,11,3,0,0
43,V,12,3,0,0
43,V,13,3,0,0
43,V,14,3,0,0
43,V,15,3,0,1
43,V,16,3,0,0
43,V,17,3,0,0
43,V,18,3,0,0
43,V,19,2,1,0
43,V,20,3,0,0
43,V,21,3,0,0
43,V,22,3,0,0
43,V,23,2,1,0
43,V,24,3,0,0
43,V,25,3,0,0
43,V,26,3,0,0
43,V,27,3,0,0
43,V,28,2,1,0
43,V,29,3,0,0
43,V,30,3,0,0
43,V,31,3,0,0
43,V,32,3,0,0
43,V,33,3,0,0
43,V,34,3,0,0
43,V,35,3,0,0
43,V,36,3,0,0
43,V,37,3,0,1
43,V,38,3,0,2
43,V,39,3,0,0
43,V,40,3,0,1
43,V,41,3,0,0
46,KNN,1,2,1,0
46,KNN,2,3,0,0
46,KNN,3,3,0,0
46,KNN,4,3,0,1
46,KNN,5,2,1,2
46,KNN,6,3,0,0
46,KNN,7,3,0,0
46,KNN,8,3,0,0
46,KNN,9,3,0,0
46,KNN,10,2,1,0
46,KNN,11,3,0,0
46,KNN,12,3,0,0
46,KNN,13,3,0,0
46,KNN,14,3,0,0
46,KNN,15,3,0,1
46,KNN,16,3,0,0
46,KNN,17,3,0,2
46,KNN,18,3,0,1
46,KNN,19,2,1,0
46,KNN,20,3,0,0
46,KNN,21,3,0,0
46,KNN,22,3,0,0
46,KNN,23,3,0,0
46,KNN,24,3,0,0
46,KNN,25,2,1,1
46,KNN,26,3,0,0
46,KNN,27,3,0,0
46,KNN,28,2,1,0
46,KNN,29,3,0,0
46,KNN,30,3,0,0
46,KNN,31,3,0,0
46,KNN,32,3,0,0
46,KNN,33,3,0,0
46,KNN,34,3,0,0
46,KNN,35,2,1,0
46,KNN,36,2,1,0
46,KNN,37,3,0,1
46,KNN,38,3,0,0
46,KNN,39,3,0,0
46,KNN,40,2,1,1
46,KNN,41,2,1,0
46,V,1,2,1,0
46,V,2,3,0,0
46,V,3,3,0,1
46,V,4,3,0,0
46,V,5,2,1,0
46,V,6,3,0,0
46,V,7,3,0,0
46,V,8,3,0,0
46,V,9,3,0,0
46,V,10,2,1,0
46,V,11,3,0,0
46,V,12,3,0,0
46,V,13,3,0,0
46,V,14,3,0,0
46,V,15,3,0,1
46,V,16,3,0,0
46,V,17,3,0,0
46,V,18,3,0,0
46,V,19,2,1,0
46,V,20,3,0,0
46,V,21,3,0,0
46,V,22,3,0,0
46,V,23,2,1,0
46,V,24,3,0,0
46,V,25,3,0,0
46,V,26,3,0,0
46,V,27,3,0,0
46,V,28,2,1,0
46,V,29,3,0,0
46,V,30,3,0,0
46,V,31,3,0,0
46,V,32,3,0,0
46,V,33,3,0,0
46,V,34,3,0,0
46,V,35,3,0,0
46,V,36,3,0,0
46,V,37,3,0,1
46,V,38,3,0,2
46,V,39,3,0,0
46,V,40,3,0,1
46,V,41,3,0,0
49,KNN,1,2,1,0
49,KNN,2,3,0,0
49,KNN,3,3,0,0
49,KNN,4,3,0,1
49,KNN,5,2,1,1
49,KNN,6,3,0,0
49,KNN,7,3,0,0
49,KNN,8,3,0,0
49,KNN,9,3,0,0
49,KNN,10,2,1,0
49,KNN,11,3,0,0
49,KNN,12,3,0,0
49,KNN,13,3,0,0
49,KNN,14,3,0,0
49,KNN,15,3,0,1
49,KNN,16,3,0,0
49,KNN,17,3,0,2
49,KNN,18,3,0,1
49,KNN,19,2,1,0
49,KNN,20,3,0,0
49,KNN,21,3,0,0
49,KNN,22,3,0,0
49,KNN,23,3,0,0
49,KNN,24,3,0,0
49,KNN,25,3,0,1
49,KNN,26,3,0,0
49,KNN,27,3,0,0
49,KNN,28,2,1,0
49,KNN,29,3,0,0
49,KNN,30,3,0,0
49,KNN,31,3,0,0
49,KNN,32,3,0,0
49,KNN,33,3,0,0
49,KNN,34,3,0,0
49,KNN,35,2,1,0
49,KNN,36,2,1,0
49,KNN,37,3,0,1
49,KNN,38,3,0,0
49,KNN,39,3,0,0
49,KNN,40,2,1,1
49,KNN,41,2,1,0
49,V,1,2,1,0
49,V,2,3,0,0
49,V,3,3,0,1
49,V,4,3,0,0
49,V,5,2,1,0
49,V,6,3,0,0
49,V,7,3,0,0
49,V,8,3,0,0
49,V,9,3,0,0
49,V,10,2,1,0
49,V,11,3,0,0
49,V,12,3,0,0
49,V,13,3,0,0
49,V,14,3,0,0
49,V,15,3,0,0
49,V,16,3,0,1
49,V,17,3,0,0
49,V,18,3,0,0
49,V,19,2,1,0
49,V,20,3,0,0
49,V,21,3,0,0
49,V,22,3,0,0
49,V,23,2,1,0
49,V,24,3,0,0
49,V,25,3,0,0
49,V,26,3,0,0
49,V,27,3,0,0
49,V,28,2,1,0
49,V,29,3,0,0
49,V,30,3,0,0
49,V,31,3,0,0
49,V,32,3,0,0
49,V,33,3,0,0
49,V,34,3,0,0
49,V,35,3,0,0
49,V,36,3,0,0
49,V,37,3,0,1
49,V,38,3,0,2
49,V,39,3,0,0
49,V,40,3,0,1
49,V,41,3,0,0
