CompPpal,MetodoEleccion,NroPersona,VerdaderosP,FalsosN,FalsosP
4,KNN,19,0,7,0
4,KNN,20,3,4,3
4,KNN,21,2,5,5
4,KNN,22,7,0,0
4,KNN,23,3,4,1
4,KNN,24,7,0,0
4,KNN,25,3,4,5
4,KNN,26,4,3,8
4,KNN,27,2,5,6
4,KNN,28,5,2,0
4,KNN,29,2,5,4
4,KNN,30,5,2,4
4,KNN,31,4,3,1
4,KNN,32,3,4,9
4,KNN,33,3,4,0
4,KNN,34,7,0,0
4,KNN,35,1,6,0
4,KNN,36,2,5,1
4,KNN,37,7,0,0
4,KNN,38,7,0,3
4,KNN,39,4,3,0
4,KNN,40,4,3,2
4,KNN,41,1,6,0
4,V,1,5,2,3
4,V,2,6,1,3
4,V,3,1,6,0
4,V,4,5,2,4
4,V,5,2,5,7
4,V,6,7,0,0
4,V,7,5,2,9
4,V,8,7,0,1
4,V,9,7,0,3
4,V,10,6,1,0
4,V,11,4,3,3
4,V,12,7,0,3
4,V,13,3,4,0
4,V,14,2,5,0
4,V,15,7,0,2
4,V,16,1,6,3
4,V,17,2,5,9
4,V,18,7,0,5
4,V,19,1,6,0
4,V,20,3,4,2
4,V,21,3,4,0
4,V,22,7,0,1
4,V,23,4,3,2
4,V,24,7,0,0
4,V,25,3,4,4
4,V,26,2,5,4
4,V,27,2,5,5
4,V,28,6,1,4
4,V,29,2,5,4
4,V,30,5,2,5
4,V,31,6,1,7
4,V,32,2,5,7
4,V,33,2,5,1
4,V,34,7,0,0
4,V,35,2,5,0
4,V,36,4,3,1
4,V,37,7,0,4
4,V,38,6,1,2
4,V,39,2,5,0
4,V,40,6,1,3
4,V,41,2,5,1
7,KNN,1,6,1,0
7,KNN,2,7,0,5
7,KNN,3,4,3,8
7,KNN,4,5,2,1
7,KNN,5,5,2,6
7,KNN,6,7,0,0
7,KNN,7,7,0,1
7,KNN,8,7,0,0
7,KNN,9,4,3,3
7,KNN,10,6,1,0
7,KNN,11,5,2,4
7,KNN,12,6,1,0
7,KNN,13,5,2,2
7,KNN,14,5,2,0
7,KNN,15,7,0,2
7,KNN,16,4,3,1
7,KNN,17,2,5,1
7,KNN,18,7,0,8
7,KNN,19,0,7,0
7,KNN,20,4,3,4
7,KNN,21,7,0,1
7,KNN,22,7,0,0
7,KNN,23,4,3,1
7,KNN,24,7,0,1
7,KNN,25,4,3,5
7,KNN,26,4,3,4
7,KNN,27,3,4,11
7,KNN,28,5,2,2
7,KNN,29,4,3,5
7,KNN,30,7,0,0
7,KNN,31,5,2,0
7,KNN,32,3,4,1
7,KNN,33,4,3,0
7,KNN,34,7,0,0
7,KNN,35,1,6,0
7,KNN,36,4,3,5
7,KNN,37,7,0,1
7,KNN,38,6,1,5
7,KNN,39,3,4,0
7,KNN,40,2,5,1
7,KNN,41,1,6,0
7,V,1,5,2,0
7,V,2,7,0,3
7,V,3,4,3,3
7,V,4,7,0,3
7,V,5,3,4,5
7,V,6,7,0,0
7,V,7,7,0,0
7,V,8,7,0,1
7,V,9,4,3,1
7,V,10,5,2,0
7,V,11,5,2,4
7,V,12,7,0,0
7,V,13,5,2,0
7,V,14,2,5,0
7,V,15,7,0,4
7,V,16,5,2,1
7,V,17,2,5,1
7,V,18,7,0,11
7,V,19,0,7,0
7,V,20,3,4,1
7,V,21,7,0,0
7,V,22,7,0,0
7,V,23,6,1,5
7,V,24,6,1,0
7,V,25,3,4,5
7,V,26,5,2,3
7,V,27,3,4,9
7,V,28,6,1,2
7,V,29,4,3,4
7,V,30,7,0,0
7,V,31,6,1,0
7,V,32,4,3,1
7,V,33,7,0,0
7,V,34,7,0,0
7,V,35,2,5,1
7,V,36,5,2,5
7,V,37,7,0,4
7,V,38,7,0,4
7,V,39,3,4,0
7,V,40,3,4,1
7,V,41,1,6,0
10,KNN,1,6,1,0
10,KNN,2,7,0,6
10,KNN,3,4,3,8
10,KNN,4,5,2,4
10,KNN,5,6,1,7
10,KNN,6,7,0,0
10,KNN,7,7,0,0
10,KNN,8,7,0,0
10,KNN,9,3,4,0
10,KNN,10,6,1,0
10,KNN,11,5,2,0
10,KNN,12,7,0,0
10,KNN,13,5,2,2
10,KNN,14,3,4,0
10,KNN,15,7,0,4
10,KNN,16,5,2,1
10,KNN,17,2,5,1
10,KNN,18,7,0,7
10,KNN,19,4,3,1
10,KNN,20,5,2,3
10,KNN,21,7,0,1
10,KNN,22,7,0,1
10,KNN,23,4,3,1
10,KNN,24,7,0,0
10,KNN,25,4,3,4
10,KNN,26,4,3,2
10,KNN,27,3,4,3
10,KNN,28,5,2,4
10,KNN,29,4,3,3
10,KNN,30,7,0,0
10,KNN,31,6,1,0
10,KNN,32,4,3,0
10,KNN,33,6,1,0
10,KNN,34,7,0,0
10,KNN,35,1,6,0
10,KNN,36,5,2,5
10,KNN,37,7,0,1
10,KNN,38,7,0,6
10,KNN,39,3,4,0
10,KNN,40,3,4,1
10,KNN,41,2,5,0
10,V,1,6,1,0
10,V,2,7,0,4
10,V,3,4,3,3
10,V,4,7,0,4
10,V,5,5,2,5
10,V,6,7,0,0
10,V,7,7,0,0
10,V,8,7,0,1
10,V,9,3,4,0
10,V,10,6,1,0
10,V,11,5,2,0
10,V,12,7,0,0
10,V,13,5,2,1
10,V,14,3,4,0
10,V,15,7,0,5
10,V,16,4,3,1
10,V,17,2,5,3
10,V,18,7,0,10
10,V,19,5,2,0
10,V,20,3,4,3
10,V,21,7,0,0
10,V,22,7,0,0
10,V,23,5,2,4
10,V,24,7,0,1
10,V,25,4,3,4
10,V,26,5,2,0
10,V,27,4,3,3
10,V,28,6,1,2
10,V,29,4,3,3
10,V,30,7,0,0
10,V,31,7,0,0
10,V,32,4,3,0
10,V,33,7,0,0
10,V,34,7,0,0
10,V,35,2,5,0
10,V,36,5,2,5
10,V,37,7,0,3
10,V,38,7,0,3
10,V,39,4,3,0
10,V,40,3,4,1
10,V,41,2,5,0
13,KNN,1,6,1,0
13,KNN,2,7,0,10
13,KNN,3,2,5,2
13,KNN,4,3,4,8
13,KNN,5,6,1,7
13,KNN,6,7,0,0
13,KNN,7,7,0,0
13,KNN,8,7,0,0
13,KNN,9,6,1,0
13,KNN,10,6,1,0
13,KNN,11,4,3,0
13,KNN,12,7,0,0
13,KNN,13,5,2,0
13,KNN,14,5,2,0
13,KNN,15,7,0,2
13,KNN,16,6,1,1
13,KNN,17,2,5,2
13,KNN,18,7,0,7
13,KNN,19,5,2,1
13,KNN,20,5,2,0
13,KNN,21,7,0,9
13,KNN,22,7,0,1
13,KNN,23,4,3,1
13,KNN,24,7,0,0
13,KNN,25,4,3,8
13,KNN,26,4,3,0
13,KNN,27,3,4,1
13,KNN,28,5,2,2
13,KNN,29,4,3,0
13,KNN,30,7,0,0
13,KNN,31,5,2,0
13,KNN,32,4,3,0
13,KNN,33,6,1,0
13,KNN,34,7,0,0
13,KNN,35,1,6,0
13,KNN,36,5,2,5
13,KNN,37,7,0,1
13,KNN,38,7,0,1
13,KNN,39,4,3,0
13,KNN,40,3,4,5
13,KNN,41,2,5,0
13,V,1,6,1,0
13,V,2,7,0,6
13,V,3,2,5,1
13,V,4,7,0,6
13,V,5,4,3,7
13,V,6,7,0,0
13,V,7,7,0,0
13,V,8,7,0,1
13,V,9,4,3,0
13,V,10,6,1,0
13,V,11,5,2,0
13,V,12,7,0,0
13,V,13,5,2,0
13,V,14,3,4,0
13,V,15,7,0,2
13,V,16,6,1,1
13,V,17,2,5,4
13,V,18,7,0,11
13,V,19,5,2,0
13,V,20,3,4,0
13,V,21,7,0,6
13,V,22,7,0,0
13,V,23,5,2,4
13,V,24,7,0,1
13,V,25,3,4,4
13,V,26,4,3,0
13,V,27,3,4,0
13,V,28,6,1,3
13,V,29,3,4,0
13,V,30,7,0,0
13,V,31,7,0,0
13,V,32,4,3,0
13,V,33,7,0,0
13,V,34,7,0,0
13,V,35,3,4,0
13,V,36,5,2,5
13,V,37,7,0,3
13,V,38,6,1,4
13,V,39,5,2,0
13,V,40,3,4,3
13,V,41,1,6,1
16,KNN,1,6,1,0
16,KNN,2,7,0,5
16,KNN,3,2,5,3
16,KNN,4,4,3,5
16,KNN,5,6,1,8
16,KNN,6,7,0,0
16,KNN,7,7,0,0
16,KNN,8,7,0,0
16,KNN,9,6,1,0
16,KNN,10,6,1,0
16,KNN,11,5,2,0
16,KNN,12,7,0,0
16,KNN,13,5,2,0
16,KNN,14,5,2,0
16,KNN,15,7,0,2
16,KNN,16,7,0,1
16,KNN,17,2,5,1
16,KNN,18,7,0,6
16,KNN,19,5,2,0
16,KNN,20,5,2,0
16,KNN,21,7,0,7
16,KNN,22,7,0,1
16,KNN,23,3,4,1
16,KNN,24,7,0,1
16,KNN,25,4,3,9
16,KNN,26,4,3,1
16,KNN,27,4,3,0
16,KNN,28,6,1,1
16,KNN,29,5,2,1
16,KNN,30,7,0,1
16,KNN,31,5,2,0
16,KNN,32,4,3,0
16,KNN,33,6,1,0
16,KNN,34,7,0,0
16,KNN,35,1,6,0
16,KNN,36,5,2,5
16,KNN,37,7,0,1
16,KNN,38,7,0,3
16,KNN,39,4,3,0
16,KNN,40,3,4,6
16,KNN,41,2,5,0
16,V,1,6,1,0
16,V,2,7,0,1
16,V,3,2,5,0
16,V,4,6,1,5
16,V,5,4,3,7
16,V,6,7,0,0
16,V,7,7,0,0
16,V,8,7,0,1
16,V,9,4,3,0
16,V,10,6,1,0
16,V,11,5,2,0
16,V,12,7,0,0
16,V,13,5,2,0
16,V,14,4,3,0
16,V,15,7,0,2
16,V,16,7,0,1
16,V,17,2,5,5
16,V,18,7,0,10
16,V,19,6,1,0
16,V,20,3,4,0
16,V,21,7,0,7
16,V,22,7,0,0
16,V,23,5,2,4
16,V,24,7,0,1
16,V,25,3,4,5
16,V,26,5,2,1
16,V,27,4,3,0
16,V,28,6,1,3
16,V,29,3,4,0
16,V,30,7,0,0
16,V,31,7,0,0
16,V,32,5,2,0
16,V,33,6,1,0
16,V,34,7,0,0
16,V,35,3,4,0
16,V,36,5,2,5
16,V,37,7,0,3
16,V,38,7,0,4
16,V,39,5,2,0
16,V,40,3,4,3
16,V,41,1,6,0
19,KNN,1,6,1,0
19,KNN,2,7,0,6
19,KNN,3,3,4,2
19,KNN,4,5,2,3
19,KNN,5,6,1,8
19,KNN,6,7,0,0
19,KNN,7,7,0,0
19,KNN,8,7,0,0
19,KNN,9,6,1,0
19,KNN,10,6,1,0
19,KNN,11,5,2,0
19,KNN,12,7,0,0
19,KNN,13,5,2,0
19,KNN,14,4,3,0
19,KNN,15,7,0,2
19,KNN,16,5,2,0
19,KNN,17,2,5,1
19,KNN,18,7,0,6
19,KNN,19,5,2,1
19,KNN,20,5,2,0
19,KNN,21,7,0,6
19,KNN,22,7,0,3
19,KNN,23,3,4,0
19,KNN,24,7,0,1
19,KNN,25,4,3,8
19,KNN,26,5,2,1
19,KNN,27,4,3,2
19,KNN,28,5,2,2
19,KNN,29,5,2,0
19,KNN,30,7,0,0
19,KNN,31,6,1,0
19,KNN,32,4,3,0
19,KNN,33,6,1,0
19,KNN,34,7,0,0
19,KNN,35,1,6,0
19,KNN,36,5,2,5
19,KNN,37,7,0,1
19,KNN,38,7,0,5
19,KNN,39,3,4,0
19,KNN,40,3,4,6
19,KNN,41,3,4,0
19,V,1,6,1,0
19,V,2,7,0,2
19,V,3,4,3,0
19,V,4,7,0,3
19,V,5,3,4,6
19,V,6,7,0,0
19,V,7,7,0,0
19,V,8,7,0,1
19,V,9,4,3,0
19,V,10,6,1,0
19,V,11,5,2,0
19,V,12,7,0,0
19,V,13,5,2,0
19,V,14,3,4,0
19,V,15,7,0,2
19,V,16,7,0,0
19,V,17,2,5,5
19,V,18,7,0,13
19,V,19,6,1,0
19,V,20,4,3,0
19,V,21,7,0,6
19,V,22,7,0,1
19,V,23,5,2,3
19,V,24,7,0,1
19,V,25,4,3,4
19,V,26,5,2,0
19,V,27,4,3,0
19,V,28,6,1,2
19,V,29,4,3,0
19,V,30,7,0,0
19,V,31,7,0,0
19,V,32,5,2,0
19,V,33,6,1,0
19,V,34,7,0,0
19,V,35,3,4,0
19,V,36,5,2,5
19,V,37,7,0,3
19,V,38,7,0,4
19,V,39,5,2,0
19,V,40,2,5,3
19,V,41,2,5,0
22,KNN,1,6,1,0
22,KNN,2,7,0,6
22,KNN,3,3,4,1
22,KNN,4,5,2,3
22,KNN,5,6,1,9
22,KNN,6,7,0,0
22,KNN,7,7,0,0
22,KNN,8,7,0,0
22,KNN,9,6,1,0
22,KNN,10,6,1,0
22,KNN,11,6,1,0
22,KNN,12,7,0,0
22,KNN,13,5,2,0
22,KNN,14,4,3,0
22,KNN,15,7,0,1
22,KNN,16,6,1,0
22,KNN,17,2,5,1
22,KNN,18,7,0,6
22,KNN,19,5,2,1
22,KNN,20,5,2,0
22,KNN,21,7,0,9
22,KNN,22,7,0,3
22,KNN,23,3,4,1
22,KNN,24,7,0,1
22,KNN,25,4,3,9
22,KNN,26,5,2,1
22,KNN,27,4,3,1
22,KNN,28,5,2,2
22,KNN,29,4,3,0
22,KNN,30,7,0,0
22,KNN,31,5,2,0
22,KNN,32,4,3,0
22,KNN,33,6,1,0
22,KNN,34,7,0,0
22,KNN,35,1,6,0
22,KNN,36,5,2,5
22,KNN,37,7,0,1
22,KNN,38,7,0,3
22,KNN,39,3,4,0
22,KNN,40,2,5,6
22,KNN,41,3,4,0
22,V,1,6,1,0
22,V,2,7,0,3
22,V,3,4,3,0
22,V,4,6,1,2
22,V,5,4,3,6
22,V,6,7,0,0
22,V,7,7,0,0
22,V,8,7,0,1
22,V,9,4,3,0
22,V,10,6,1,0
22,V,11,6,1,0
22,V,12,7,0,0
22,V,13,5,2,0
22,V,14,4,3,0
22,V,15,7,0,0
22,V,16,7,0,0
22,V,17,2,5,5
22,V,18,7,0,8
22,V,19,6,1,0
22,V,20,4,3,0
22,V,21,7,0,4
22,V,22,7,0,1
22,V,23,5,2,4
22,V,24,7,0,1
22,V,25,4,3,5
22,V,26,5,2,2
22,V,27,4,3,0
22,V,28,6,1,3
22,V,29,4,3,0
22,V,30,7,0,0
22,V,31,7,0,0
22,V,32,5,2,0
22,V,33,7,0,0
22,V,34,7,0,0
22,V,35,3,4,0
22,V,36,5,2,5
22,V,37,7,0,1
22,V,38,6,1,4
22,V,39,6,1,0
22,V,40,3,4,3
22,V,41,4,3,0
25,KNN,1,6,1,0
25,KNN,2,7,0,4
25,KNN,3,5,2,1
25,KNN,4,5,2,3
25,KNN,5,6,1,9
25,KNN,6,7,0,0
25,KNN,7,7,0,0
25,KNN,8,7,0,1
25,KNN,9,6,1,0
25,KNN,10,6,1,0
25,KNN,11,6,1,0
25,KNN,12,7,0,0
25,KNN,13,5,2,0
25,KNN,14,4,3,0
25,KNN,15,7,0,1
25,KNN,16,6,1,0
25,KNN,17,2,5,2
25,KNN,18,7,0,4
25,KNN,19,6,1,1
25,KNN,20,5,2,0
25,KNN,21,7,0,7
25,KNN,22,7,0,3
25,KNN,23,4,3,1
25,KNN,24,7,0,3
25,KNN,25,4,3,7
25,KNN,26,5,2,1
25,KNN,27,4,3,1
25,KNN,28,5,2,2
25,KNN,29,5,2,0
25,KNN,30,7,0,0
25,KNN,31,5,2,0
25,KNN,32,4,3,0
25,KNN,33,6,1,0
25,KNN,34,7,0,0
25,KNN,35,1,6,0
25,KNN,36,5,2,3
25,KNN,37,7,0,1
25,KNN,38,7,0,2
25,KNN,39,4,3,0
25,KNN,40,2,5,5
25,KNN,41,5,2,0
25,V,1,6,1,0
25,V,2,7,0,3
25,V,3,4,3,0
25,V,4,7,0,1
25,V,5,5,2,7
25,V,6,7,0,0
25,V,7,7,0,0
25,V,8,7,0,1
25,V,9,4,3,0
25,V,10,6,1,0
25,V,11,5,2,0
25,V,12,7,0,0
25,V,13,5,2,0
25,V,14,3,4,0
25,V,15,7,0,1
25,V,16,7,0,0
25,V,17,2,5,6
25,V,18,7,0,7
25,V,19,5,2,0
25,V,20,4,3,0
25,V,21,7,0,3
25,V,22,7,0,1
25,V,23,6,1,5
25,V,24,7,0,1
25,V,25,4,3,2
25,V,26,5,2,2
25,V,27,4,3,0
25,V,28,6,1,4
25,V,29,5,2,0
25,V,30,7,0,0
25,V,31,7,0,0
25,V,32,5,2,0
25,V,33,7,0,0
25,V,34,7,0,0
25,V,35,5,2,0
25,V,36,5,2,5
25,V,37,7,0,1
25,V,38,6,1,2
25,V,39,6,1,0
25,V,40,3,4,3
25,V,41,3,4,1
28,KNN,1,6,1,0
28,KNN,2,7,0,4
28,KNN,3,5,2,1
28,KNN,4,5,2,3
28,KNN,5,6,1,9
28,KNN,6,7,0,0
28,KNN,7,7,0,0
28,KNN,8,7,0,1
28,KNN,9,6,1,0
28,KNN,10,6,1,0
28,KNN,11,6,1,0
28,KNN,12,7,0,0
28,KNN,13,6,1,0
28,KNN,14,5,2,0
28,KNN,15,7,0,1
28,KNN,16,7,0,0
28,KNN,17,2,5,3
28,KNN,18,7,0,5
28,KNN,19,6,1,1
28,KNN,20,5,2,0
28,KNN,21,7,0,5
28,KNN,22,7,0,3
28,KNN,23,3,4,1
28,KNN,24,7,0,5
28,KNN,25,4,3,7
28,KNN,26,5,2,1
28,KNN,27,4,3,0
28,KNN,28,4,3,1
28,KNN,29,5,2,0
28,KNN,30,7,0,1
28,KNN,31,5,2,0
28,KNN,32,4,3,0
28,KNN,33,6,1,0
28,KNN,34,7,0,0
28,KNN,35,1,6,0
28,KNN,36,5,2,1
28,KNN,37,7,0,1
28,KNN,38,7,0,4
28,KNN,39,4,3,0
28,KNN,40,2,5,5
28,KNN,41,3,4,0
28,V,1,6,1,0
28,V,2,7,0,2
28,V,3,4,3,0
28,V,4,7,0,2
28,V,5,5,2,6
28,V,6,7,0,0
28,V,7,7,0,0
28,V,8,7,0,1
28,V,9,4,3,0
28,V,10,6,1,0
28,V,11,5,2,0
28,V,12,7,0,0
28,V,13,5,2,0
28,V,14,6,1,0
28,V,15,7,0,2
28,V,16,7,0,0
28,V,17,2,5,6
28,V,18,7,0,6
28,V,19,5,2,0
28,V,20,4,3,0
28,V,21,7,0,3
28,V,22,7,0,1
28,V,23,6,1,5
28,V,24,7,0,1
28,V,25,4,3,3
28,V,26,5,2,2
28,V,27,4,3,0
28,V,28,6,1,1
28,V,29,5,2,0
28,V,30,7,0,0
28,V,31,7,0,0
28,V,32,5,2,0
28,V,33,7,0,0
28,V,34,7,0,0
28,V,35,4,3,0
28,V,36,5,2,5
28,V,37,7,0,1
28,V,38,6,1,2
28,V,39,6,1,0
28,V,40,3,4,3
28,V,41,4,3,1
31,KNN,1,6,1,0
31,KNN,2,7,0,4
31,KNN,3,5,2,0
31,KNN,4,5,2,5
31,KNN,5,6,1,9
31,KNN,6,7,0,0
31,KNN,7,7,0,0
31,KNN,8,7,0,0
31,KNN,9,6,1,0
31,KNN,10,6,1,0
31,KNN,11,5,2,0
31,KNN,12,7,0,0
31,KNN,13,5,2,0
31,KNN,14,5,2,0
31,KNN,15,7,0,1
31,KNN,16,6,1,1
31,KNN,17,2,5,4
31,KNN,18,7,0,4
31,KNN,19,6,1,1
31,KNN,20,7,0,0
31,KNN,21,7,0,5
31,KNN,22,7,0,1
31,KNN,23,4,3,0
31,KNN,24,7,0,5
31,KNN,25,4,3,7
31,KNN,26,5,2,1
31,KNN,27,4,3,1
31,KNN,28,4,3,1
31,KNN,29,5,2,2
31,KNN,30,7,0,0
31,KNN,31,5,2,0
31,KNN,32,4,3,0
31,KNN,33,6,1,0
31,KNN,34,7,0,0
31,KNN,35,1,6,0
31,KNN,36,4,3,1
31,KNN,37,7,0,1
31,KNN,38,7,0,3
31,KNN,39,4,3,0
31,KNN,40,2,5,6
31,KNN,41,4,3,0
31,V,1,6,1,0
31,V,2,7,0,2
31,V,3,4,3,0
31,V,4,7,0,2
31,V,5,5,2,6
31,V,6,7,0,0
31,V,7,7,0,0
31,V,8,7,0,1
31,V,9,4,3,0
31,V,10,5,2,0
31,V,11,5,2,0
31,V,12,7,0,0
31,V,13,6,1,0
31,V,14,5,2,0
31,V,15,7,0,2
31,V,16,7,0,0
31,V,17,2,5,6
31,V,18,7,0,6
31,V,19,5,2,0
31,V,20,4,3,0
31,V,21,7,0,3
31,V,22,7,0,1
31,V,23,6,1,5
31,V,24,7,0,1
31,V,25,4,3,2
31,V,26,5,2,1
31,V,27,4,3,0
31,V,28,6,1,1
31,V,29,5,2,0
31,V,30,7,0,0
31,V,31,7,0,0
31,V,32,5,2,0
31,V,33,7,0,0
31,V,34,7,0,0
31,V,35,5,2,0
31,V,36,5,2,5
31,V,37,7,0,2
31,V,38,6,1,3
31,V,39,6,1,0
31,V,40,3,4,3
31,V,41,4,3,1
34,KNN,1,6,1,0
34,KNN,2,7,0,4
34,KNN,3,5,2,0
34,KNN,4,5,2,5
34,KNN,5,6,1,9
34,KNN,6,7,0,0
34,KNN,7,7,0,0
34,KNN,8,7,0,0
34,KNN,9,6,1,0
34,KNN,10,6,1,0
34,KNN,11,4,3,0
34,KNN,12,7,0,0
34,KNN,13,6,1,0
34,KNN,14,6,1,0
34,KNN,15,7,0,1
34,KNN,16,7,0,1
34,KNN,17,2,5,4
34,KNN,18,7,0,5
34,KNN,19,6,1,1
34,KNN,20,7,0,0
34,KNN,21,7,0,5
34,KNN,22,7,0,1
34,KNN,23,4,3,0
34,KNN,24,7,0,5
34,KNN,25,4,3,7
34,KNN,26,5,2,1
34,KNN,27,4,3,0
34,KNN,28,4,3,1
34,KNN,29,5,2,2
34,KNN,30,7,0,0
34,KNN,31,5,2,0
34,KNN,32,4,3,0
34,KNN,33,6,1,0
34,KNN,34,7,0,0
34,KNN,35,1,6,0
34,KNN,36,4,3,1
34,KNN,37,7,0,1
34,KNN,38,7,0,3
34,KNN,39,4,3,0
34,KNN,40,2,5,5
34,KNN,41,3,4,0
34,V,1,6,1,0
34,V,2,7,0,2
34,V,3,4,3,0
34,V,4,7,0,2
34,V,5,5,2,6
34,V,6,7,0,0
34,V,7,7,0,0
34,V,8,7,0,1
34,V,9,4,3,0
34,V,10,5,2,0
34,V,11,5,2,0
34,V,12,7,0,0
34,V,13,6,1,0
34,V,14,6,1,0
34,V,15,7,0,1
34,V,16,7,0,1
34,V,17,2,5,6
34,V,18,7,0,6
34,V,19,6,1,0
34,V,20,4,3,0
34,V,21,7,0,3
34,V,22,7,0,1
34,V,23,6,1,5
34,V,24,7,0,1
34,V,25,4,3,2
34,V,26,5,2,1
34,V,27,4,3,0
34,V,28,6,1,1
34,V,29,5,2,1
34,V,30,7,0,0
34,V,31,7,0,0
34,V,32,5,2,0
34,V,33,7,0,0
34,V,34,7,0,0
34,V,35,6,1,0
34,V,36,5,2,5
34,V,37,7,0,1
34,V,38,6,1,3
34,V,39,5,2,0
34,V,40,3,4,2
34,V,41,4,3,0
37,KNN,1,6,1,0
37,KNN,2,7,0,4
37,KNN,3,5,2,0
37,KNN,4,5,2,5
37,KNN,5,6,1,10
37,KNN,6,7,0,0
37,KNN,7,7,0,0
37,KNN,8,7,0,0
37,KNN,9,6,1,0
37,KNN,10,6,1,0
37,KNN,11,5,2,0
37,KNN,12,7,0,0
37,KNN,13,5,2,0
37,KNN,14,5,2,0
37,KNN,15,7,0,1
37,KNN,16,7,0,0
37,KNN,17,2,5,4
37,KNN,18,7,0,6
37,KNN,19,6,1,1
37,KNN,20,7,0,0
37,KNN,21,7,0,3
37,KNN,22,7,0,1
37,KNN,23,4,3,0
37,KNN,24,7,0,5
37,KNN,25,4,3,7
37,KNN,26,5,2,1
37,KNN,27,4,3,0
37,KNN,28,4,3,2
37,KNN,29,6,1,2
37,KNN,30,7,0,1
37,KNN,31,5,2,0
37,KNN,32,4,3,0
37,KNN,33,6,1,0
37,KNN,34,7,0,0
37,KNN,35,0,7,0
37,KNN,36,4,3,1
37,KNN,37,7,0,1
37,KNN,38,7,0,3
37,KNN,39,4,3,0
37,KNN,40,2,5,5
37,KNN,41,3,4,0
37,V,1,6,1,0
37,V,2,7,0,2
37,V,3,5,2,0
37,V,4,7,0,2
37,V,5,6,1,6
37,V,6,7,0,0
37,V,7,7,0,0
37,V,8,7,0,1
37,V,9,4,3,0
37,V,10,5,2,0
37,V,11,6,1,0
37,V,12,7,0,0
37,V,13,6,1,0
37,V,14,6,1,0
37,V,15,7,0,2
37,V,16,7,0,1
37,V,17,2,5,5
37,V,18,7,0,5
37,V,19,6,1,0
37,V,20,4,3,0
37,V,21,7,0,1
37,V,22,7,0,1
37,V,23,6,1,5
37,V,24,7,0,1
37,V,25,4,3,2
37,V,26,5,2,1
37,V,27,4,3,0
37,V,28,6,1,0
37,V,29,6,1,1
37,V,30,7,0,0
37,V,31,7,0,0
37,V,32,5,2,0
37,V,33,7,0,0
37,V,34,7,0,0
37,V,35,6,1,0
37,V,36,5,2,5
37,V,37,7,0,1
37,V,38,6,1,3
37,V,39,5,2,0
37,V,40,3,4,2
37,V,41,4,3,0
40,KNN,1,6,1,0
40,KNN,2,7,0,4
40,KNN,3,5,2,0
40,KNN,4,5,2,4
