4.29277e+07, 15, 49, 144, 7874.27, 64
3.59998e+07, 15, 49, 144, 7874.27, 64
3.40935e+07, 15, 49, 144, 7874.27, 64
3.39125e+07, 15, 49, 144, 7874.27, 64
4.02683e+07, 15, 49, 144, 7874.27, 64
3.46078e+07, 15, 49, 144, 7874.27, 64
3.39079e+07, 15, 49, 144, 7874.27, 64
3.39716e+07, 15, 49, 144, 7874.27, 64
3.39451e+07, 15, 49, 144, 7874.27, 64
3.39281e+07, 15, 49, 144, 7874.27, 64
3.42946e+07, 15, 49, 144, 7874.27, 64
3.45992e+07, 15, 49, 144, 7874.27, 64
3.39834e+07, 15, 49, 144, 7874.27, 64
3.41227e+07, 15, 49, 144, 7874.27, 64
3.3933e+07, 15, 49, 144, 7874.27, 64
3.38882e+07, 15, 49, 144, 7874.27, 64
3.41664e+07, 15, 49, 144, 7874.27, 64
3.39709e+07, 15, 49, 144, 7874.27, 64
4.17204e+07, 15, 49, 144, 7874.27, 64
4.00536e+07, 15, 49, 144, 7874.27, 64
1.27151e+09, 31, 102, 304, 9793.88, 133
1.05227e+09, 31, 102, 304, 9793.88, 133
1.04812e+09, 31, 102, 304, 9793.88, 133
1.0073e+09, 31, 102, 304, 9793.88, 133
1.04399e+09, 31, 102, 304, 9793.88, 133
1.0171e+09, 31, 102, 304, 9793.88, 133
1.04439e+09, 31, 102, 304, 9793.88, 133
1.03849e+09, 31, 102, 304, 9793.88, 133
1.01881e+09, 31, 102, 304, 9793.88, 133
9.97237e+08, 31, 102, 304, 9793.88, 133
1.04518e+09, 31, 102, 304, 9793.88, 133
9.81038e+08, 31, 102, 304, 9793.88, 133
1.01354e+09, 31, 102, 304, 9793.88, 133
9.8301e+08, 31, 102, 304, 9793.88, 133
1.00412e+09, 31, 102, 304, 9793.88, 133
1.05893e+09, 31, 102, 304, 9793.88, 133
9.89591e+08, 31, 102, 304, 9793.88, 133
1.00291e+09, 31, 102, 304, 9793.88, 133
9.99922e+08, 31, 102, 304, 9793.88, 133
1.02123e+09, 31, 102, 304, 9793.88, 133
3.06521e+07, 13, 40, 118, 6590.69, 53
3.02546e+07, 13, 40, 118, 6590.69, 53
3.01844e+07, 13, 40, 118, 6590.69, 53
3.0086e+07, 13, 40, 118, 6590.69, 53
2.99763e+07, 13, 40, 118, 6590.69, 53
2.99081e+07, 13, 40, 118, 6590.69, 53
2.99344e+07, 13, 40, 118, 6590.69, 53
3.00278e+07, 13, 40, 118, 6590.69, 53
3.00311e+07, 13, 40, 118, 6590.69, 53
3.29499e+07, 13, 40, 118, 6590.69, 53
3.08477e+07, 13, 40, 118, 6590.69, 53
3.11069e+07, 13, 40, 118, 6590.69, 53
3.11476e+07, 13, 40, 118, 6590.69, 53
3.15268e+07, 13, 40, 118, 6590.69, 53
3.11543e+07, 13, 40, 118, 6590.69, 53
3.12108e+07, 13, 40, 118, 6590.69, 53
3.06938e+07, 13, 40, 118, 6590.69, 53
3.0126e+07, 13, 40, 118, 6590.69, 53
2.98551e+07, 13, 40, 118, 6590.69, 53
3.02629e+07, 13, 40, 118, 6590.69, 53
472888, 4, 15, 42, 4131.61, 19
473851, 4, 15, 42, 4131.61, 19
480350, 4, 15, 42, 4131.61, 19
493609, 4, 15, 42, 4131.61, 19
475297, 4, 15, 42, 4131.61, 19
466832, 4, 15, 42, 4131.61, 19
468371, 4, 15, 42, 4131.61, 19
469835, 4, 15, 42, 4131.61, 19
483714, 4, 15, 42, 4131.61, 19
476116, 4, 15, 42, 4131.61, 19
465404, 4, 15, 42, 4131.61, 19
469531, 4, 15, 42, 4131.61, 19
471399, 4, 15, 42, 4131.61, 19
474018, 4, 15, 42, 4131.61, 19
496149, 4, 15, 42, 4131.61, 19
485165, 4, 15, 42, 4131.61, 19
477003, 4, 15, 42, 4131.61, 19
470469, 4, 15, 42, 4131.61, 19
471868, 4, 15, 42, 4131.61, 19
476092, 4, 15, 42, 4131.61, 19
1.41915e+09, 32, 108, 322, 11693.2, 140
1.49997e+09, 32, 108, 322, 11693.2, 140
1.37841e+09, 32, 108, 322, 11693.2, 140
1.37545e+09, 32, 108, 322, 11693.2, 140
1.33188e+09, 32, 108, 322, 11693.2, 140
1.51422e+09, 32, 108, 322, 11693.2, 140
1.36736e+09, 32, 108, 322, 11693.2, 140
1.37681e+09, 32, 108, 322, 11693.2, 140
1.32373e+09, 32, 108, 322, 11693.2, 140
1.31725e+09, 32, 108, 322, 11693.2, 140
1.33061e+09, 32, 108, 322, 11693.2, 140
1.3316e+09, 32, 108, 322, 11693.2, 140
1.3345e+09, 32, 108, 322, 11693.2, 140
1.33026e+09, 32, 108, 322, 11693.2, 140
1.32148e+09, 32, 108, 322, 11693.2, 140
1.32021e+09, 32, 108, 322, 11693.2, 140
1.32579e+09, 32, 108, 322, 11693.2, 140
1.31865e+09, 32, 108, 322, 11693.2, 140
1.31603e+09, 32, 108, 322, 11693.2, 140
