95885, 5, 10, 28, 4092.76, 15
100737, 5, 10, 28, 4092.76, 15
84390, 5, 10, 28, 4092.76, 15
80017, 5, 10, 28, 4092.76, 15
79130, 5, 10, 28, 4092.76, 15
79230, 5, 10, 28, 4092.76, 15
78316, 5, 10, 28, 4092.76, 15
80803, 5, 10, 28, 4092.76, 15
81383, 5, 10, 28, 4092.76, 15
78197, 5, 10, 28, 4092.76, 15
117018, 5, 10, 28, 4092.76, 15
78359, 5, 10, 28, 4092.76, 15
77672, 5, 10, 28, 4092.76, 15
77406, 5, 10, 28, 4092.76, 15
80018, 5, 10, 28, 4092.76, 15
78862, 5, 10, 28, 4092.76, 15
78847, 5, 10, 28, 4092.76, 15
78561, 5, 10, 28, 4092.76, 15
77848, 5, 10, 28, 4092.76, 15
76888, 5, 10, 28, 4092.76, 15
77714, 5, 10, 28, 4092.76, 15
79075, 5, 10, 28, 4092.76, 15
80552, 5, 10, 28, 4092.76, 15
78232, 5, 10, 28, 4092.76, 15
77148, 5, 10, 28, 4092.76, 15
76577, 5, 10, 28, 4092.76, 15
77791, 5, 10, 28, 4092.76, 15
81509, 5, 10, 28, 4092.76, 15
79446, 5, 10, 28, 4092.76, 15
78024, 5, 10, 28, 4092.76, 15
12160, 1, 4, 10, 1510.03, 5
9601, 1, 4, 10, 1510.03, 5
8929, 1, 4, 10, 1510.03, 5
8802, 1, 4, 10, 1510.03, 5
8786, 1, 4, 10, 1510.03, 5
8748, 1, 4, 10, 1510.03, 5
8732, 1, 4, 10, 1510.03, 5
8742, 1, 4, 10, 1510.03, 5
8814, 1, 4, 10, 1510.03, 5
8731, 1, 4, 10, 1510.03, 5
8741, 1, 4, 10, 1510.03, 5
8705, 1, 4, 10, 1510.03, 5
8718, 1, 4, 10, 1510.03, 5
8736, 1, 4, 10, 1510.03, 5
8734, 1, 4, 10, 1510.03, 5
8729, 1, 4, 10, 1510.03, 5
8719, 1, 4, 10, 1510.03, 5
8770, 1, 4, 10, 1510.03, 5
8729, 1, 4, 10, 1510.03, 5
8722, 1, 4, 10, 1510.03, 5
8737, 1, 4, 10, 1510.03, 5
8776, 1, 4, 10, 1510.03, 5
8732, 1, 4, 10, 1510.03, 5
8702, 1, 4, 10, 1510.03, 5
8739, 1, 4, 10, 1510.03, 5
8702, 1, 4, 10, 1510.03, 5
8709, 1, 4, 10, 1510.03, 5
8707, 1, 4, 10, 1510.03, 5
8693, 1, 4, 10, 1510.03, 5
8776, 1, 4, 10, 1510.03, 5
47146, 5, 7, 20, 3252.21, 12
40924, 5, 7, 20, 3252.21, 12
38177, 5, 7, 20, 3252.21, 12
36424, 5, 7, 20, 3252.21, 12
35398, 5, 7, 20, 3252.21, 12
34727, 5, 7, 20, 3252.21, 12
34479, 5, 7, 20, 3252.21, 12
34469, 5, 7, 20, 3252.21, 12
34524, 5, 7, 20, 3252.21, 12
34341, 5, 7, 20, 3252.21, 12
34197, 5, 7, 20, 3252.21, 12
34042, 5, 7, 20, 3252.21, 12
33887, 5, 7, 20, 3252.21, 12
33850, 5, 7, 20, 3252.21, 12
33825, 5, 7, 20, 3252.21, 12
33552, 5, 7, 20, 3252.21, 12
33492, 5, 7, 20, 3252.21, 12
33613, 5, 7, 20, 3252.21, 12
33676, 5, 7, 20, 3252.21, 12
33458, 5, 7, 20, 3252.21, 12
33463, 5, 7, 20, 3252.21, 12
33397, 5, 7, 20, 3252.21, 12
33445, 5, 7, 20, 3252.21, 12
33196, 5, 7, 20, 3252.21, 12
33323, 5, 7, 20, 3252.21, 12
33161, 5, 7, 20, 3252.21, 12
33145, 5, 7, 20, 3252.21, 12
33113, 5, 7, 20, 3252.21, 12
33077, 5, 7, 20, 3252.21, 12
32995, 5, 7, 20, 3252.21, 12
77448, 5, 8, 23, 3607.18, 13
73566, 5, 8, 23, 3607.18, 13
70241, 5, 8, 23, 3607.18, 13
68772, 5, 8, 23, 3607.18, 13
68052, 5, 8, 23, 3607.18, 13
67355, 5, 8, 23, 3607.18, 13
67368, 5, 8, 23, 3607.18, 13
67146, 5, 8, 23, 3607.18, 13
66763, 5, 8, 23, 3607.18, 13
66563, 5, 8, 23, 3607.18, 13
66702, 5, 8, 23, 3607.18, 13
66580, 5, 8, 23, 3607.18, 13
98898, 5, 8, 23, 3607.18, 13
67231, 5, 8, 23, 3607.18, 13
67001, 5, 8, 23, 3607.18, 13
66792, 5, 8, 23, 3607.18, 13
66424, 5, 8, 23, 3607.18, 13
66088, 5, 8, 23, 3607.18, 13
